sequence_id	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	qc_pass	qc_reasons	domain_status	domain_score	domain_evalue	model_coverage	domain_pass	constraint_score	conserved_sites_total	conserved_sites_covered	conserved_sites_matched	conservation_coverage	conservation_score	closest_reference_id	closest_reference_pident	closest_reference_effective_identity	closest_reference_query_coverage	closest_reference_target_coverage	closest_reference_evalue	novelty_score	uniqueness_score	nearest_candidate_id	nearest_candidate_identity	nearest_candidate_distance	sequence_evalue	sequence_score	hmm_from	hmm_to	alignment_from	alignment_to
gen_95	104	True	False	False	False	True	0.07131533659	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	detected	62.1	3.7e-19	0.9743589744	True	0.9928229665	23	21	12	0.9130434783	0.5217391304	ref_000436	0.43333	0.3749971154	0.8653846154	1.046511628	7.01e-13	0.6250028846	0.7889362189	gen_51	0.4038461538	0.5961538462	2.5e-19	62.6	1	38	11	48
gen_97	136	True	False	False	False	True	0.03508155743	0.06061925601	False	True	False	[]	True	False	[]	True		detected	54.4	9.6e-17	1	True	0.5358851675	23	23	23	1	1	ref_001111	0.73723	0.7426508088	1.007352941	1.007352941	3.81e-55	0.2573491912	0.9098482425	gen_40	0.4852958824	0.5147041176	6.7e-17	54.9	1	39	24	62
gen_98	104	True	False	False	False	True	0.05700641998	0.06061925601	False	True	False	[]	True	False	[]	True		not_detected	0	1000	0	False	0	23	17	3	0.7391304348	0.1304347826	ref_001171	0.29412	0.1459865693	0.6538461538	0.496350365	319	0.8540134307	0.7993388375	gen_157	0.7403882692	0.2596117308						
gen_99	114	True	False	False	False	True	0.05464635696	0.06061925601	False	True	False	[]	True	False	[]	True		not_detected	0	1000	0	False	0	23	18	5	0.7826086957	0.2173913043	ref_001122	0.44	0.1679389313	0.4385964912	0.3816793893	74	0.8320610687	0.7929328954	gen_37	0.8947403509	0.1052596491						
gen_100	110	True	False	False	False	True	0.1296224722	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	20	6	0.8695652174	0.2608695652	ref_000522	0.28571	0.1090892727	0.3818181818	0.6	993	0.8909107273	0.6051304648	gen_34	0.7130386957	0.2869613043						
gen_101	71	True	False	False	False	True	0.03998976006	0.06061925601	False	True	False	[]	True	False	[]	True		detected	59.3	2.7e-18	1	True	0.8971291866	23	23	22	1	0.9565217391	ref_000861	0.90141	0.90141	1	1	4.32e-42	0.09859	0.9168199344	gen_161	0.7887338028	0.2112661972	2e-18	59.8	1	39	11	49
gen_102	119	True	False	False	False	True	0.08153439227	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	detected	45	8.1e-14	0.9487179487	False	0.1720163493	23	21	12	0.9130434783	0.5217391304	ref_001160	0.40496	0.3602952941	1.016806723	0.8897058824	2.8e-18	0.6397047059	0.938771355	gen_95	0.3697478992	0.6302521008	6e-14	45.4	2	38	28	64
gen_103	98	True	False	False	False	True	0.09238953266	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	4	0.7826086957	0.1739130435	ref_000347	0.28571	0.2040785714	0.7142857143	0.7608695652	15	0.7959214286	0.6104267949	gen_166	0.6734710204	0.3265289796						
gen_104	74	True	False	False	False	True	0.1119934611	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	detected	35.6	7.1e-11	0.6923076923	False	0.003486817891	23	14	6	0.6086956522	0.2608695652	ref_000163	0.47222	0.2297286486	0.4864864865	0.5142857143	0.078	0.7702713514	0.9356968037	gen_94	0.3108105405	0.6891894595	4.8e-11	36.1	1	27	2	28
gen_106	101	True	False	False	False	True	0.1498036701	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	7	0.7826086957	0.3043478261	ref_000345	0.26316	0.1980213861	0.7524752475	0.8444444444	19	0.8019786139	0.5690212633	gen_86	0.8529427451	0.1470572549						
gen_107	98	True	False	False	False	True	0.1619457571	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	5	0.7826086957	0.2173913043	ref_000009	0.33333	0.1379296552	0.4897959184	0.4137931034	909	0.8620703448	0.5945487094	gen_36	0.79	0.21						
gen_108	103	True	False	False	False	True	0.1550281119	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	5	0.7826086957	0.2173913043	ref_000347	0.35714	0.1456299029	0.4077669903	0.4565217391	0.88	0.8543700971	0.5732592754	gen_111	0.7363634545	0.2636365455						
gen_109	86	True	False	False	False	True	0.0286204414	0.06061925601	False	True	False	[]	True	False	[]	True		detected	53.1	2.5e-16	1	True	0.4377990431	23	23	23	1	1	ref_000435	0.8046	0.8046	1.011627907	1	2.07e-45	0.1954	0.9011919465	gen_6	0.7907	0.2093	1.9e-16	53.5	1	39	11	49
gen_110	93	True	False	False	False	True	0.1309349837	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	17	5	0.7391304348	0.2173913043	ref_000347	0.32075	0.1827930108	0.5698924731	0.5760869565	7.6	0.8172069892	0.5647843305	gen_198	0.82796	0.17204						
gen_111	110	True	False	False	False	True	0.1541049182	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	7	0.7826086957	0.3043478261	ref_000305	0.35	0.1272727273	0.3636363636	0.4166666667	94	0.8727272727	0.5963238108	gen_158	0.756522	0.243478						
gen_112	106	True	False	False	False	True	0.1687076715	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	7	0.7826086957	0.3043478261	ref_000240	0.38298	0.1698118868	0.4433962264	0.5595238095	4.8	0.8301881132	0.5985377351	gen_153	0.7196234579	0.2803765421						
gen_115	127	True	False	False	False	True	0.06493435772	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	detected	45.5	5.6e-14	0.9743589744	True	0.1818181818	23	23	18	1	0.7826086957	ref_001050	0.62651	0.4094514173	0.6535433071	0.7685185185	1.79e-26	0.5905485827	0.9476795489	gen_123	0.3464567717	0.6535432283	4e-14	46	2	39	12	49
gen_116	100	True	False	False	False	True	0.1305159661	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	5	0.7826086957	0.2173913043	ref_000272	0.27027	0.1999998	0.74	0.8043478261	256	0.8000002	0.6647602597	gen_63	0.6199986	0.3800014						
gen_117	103	True	False	False	False	True	0.07794038691	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	17	3	0.7391304348	0.1304347826	ref_001015	0.27586	0.1777764444	0.8446601942	0.6444444444	809	0.8222235556	0.79877751	gen_157	0.788465	0.211535						
gen_118	156	True	False	False	False	True	0.04828658133	0.06061925601	False	True	False	[]	True	False	[]	True		detected	43.1	3.1e-13	1	True	0.0980861244	23	23	22	1	0.9565217391	ref_000954	0.87742	0.8717955128	0.9935897436	1	7.35e-79	0.1282044872	0.9378319018	gen_76	0.7435875	0.2564125	2.3e-13	43.5	1	39	19	57
gen_121	114	True	False	False	False	True	0.1014289899	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	19	5	0.8260869565	0.2173913043	ref_000172	0.38462	0.08772035088	0.2280701754	0.2680412371	288	0.9122796491	0.6205321412	gen_111	0.6666702632	0.3333297368						
gen_122	92	True	False	False	False	True	0.1488348969	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	6	0.7826086957	0.2608695652	ref_000238	0.28571	0.2365555914	0.8369565217	0.8279569892	225	0.7634444086	0.5552647493	gen_171	0.83696	0.16304						
gen_123	120	True	False	False	False	True	0.03522013689	0.06061925601	False	True	False	[]	True	False	[]	True		detected	50.5	1.5e-15	1	True	0.3301435407	23	23	23	1	1	ref_001104	0.64545	0.5819631148	0.9166666667	0.9016393443	9.62e-37	0.4180368852	0.9090081246	gen_97	0.4632352941	0.5367647059	1e-15	51.1	1	39	18	56
gen_125	114	True	False	False	False	True	0.05740601774	0.06061925601	False	True	False	[]	True	False	[]	True		not_detected	0	1000	0	False	0	23	18	5	0.7826086957	0.2173913043	ref_000675	0.29688	0.1666694737	0.5614035088	0.7619047619	35	0.8333305263	0.7799031179	gen_127	0.83333	0.16667						
gen_126	92	True	False	False	False	True	0.1816672623	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	6	0.7826086957	0.2608695652	ref_000138	0.41379	0.1304338043	0.3152173913	0.3152173913	506	0.8695661957	0.5744128842	gen_141	0.82979	0.17021						
gen_127	114	True	False	False	False	True	0.04568120422	0.06061925601	False	True	False	[]	True	False	[]	True		not_detected	0	1000	0	False	0	23	18	5	0.7826086957	0.2173913043	ref_000303	0.26582	0.1842085965	0.6929824561	0.8144329897	404	0.8157914035	0.7924426259	gen_99	0.88596	0.11404						
gen_128	93	True	False	False	False	True	0.1325835771	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	17	6	0.7391304348	0.2608695652	ref_000426	0.27119	0.1720452688	0.6344086022	0.6781609195	65	0.8279547312	0.6852723008	gen_110	0.6344043011	0.3655956989						
gen_129	73	True	False	False	False	True	0.1269155534	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	detected	54.8	7.3e-17	0.9743589744	True	0.5693779904	23	21	8	0.9130434783	0.347826087	ref_000722	0.45161	0.3835591781	0.8493150685	0.8857142857	3.56e-08	0.6164408219	0.9458534737	gen_139	0.4285730769	0.5714269231	5.6e-17	55.1	2	39	22	59
gen_130	120	True	False	False	False	True	0.08245324202	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	21	7	0.9130434783	0.3043478261	ref_000512	0.27778	0.125001	0.45	0.75	995	0.874999	0.736571888	gen_121	0.5000020833	0.4999979167						
gen_131	94	True	False	False	False	True	0.1087542697	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	7	0.7826086957	0.3043478261	ref_001145	0.35135	0.1382973404	0.3936170213	0.4352941176	395	0.8617026596	0.5691094727	gen_7	0.7765912766	0.2234087234						
gen_132	107	True	False	False	False	True	0.05705510102	0.06061925601	False	True	False	[]	True	False	[]	True		not_detected	0	1000	0	False	0	23	17	3	0.7391304348	0.1304347826	ref_000938	0.31944	0.171639403	0.6728971963	0.5373134328	16	0.828360597	0.8027286603	gen_157	0.738322243	0.261677757						
gen_133	106	True	False	False	False	True	0.1176270602	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	5	0.7826086957	0.2173913043	ref_000436	0.26761	0.1792482075	0.6698113208	0.8255813953	783	0.8207517925	0.5964578948	gen_126	0.6886830189	0.3113169811						
gen_134	107	True	False	False	False	True	0.1189302395	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	7	0.7826086957	0.3043478261	ref_000922	0.38462	0.1369879452	0.4859813084	0.3561643836	194	0.8630120548	0.6336821004	gen_164	0.7383207477	0.2616792523						
gen_135	98	True	False	False	False	True	0.1178345104	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	19	7	0.8260869565	0.3043478261	ref_000573	0.34043	0.163267449	0.4795918367	0.6351351351	24	0.836732551	0.6055962974	gen_106	0.6831686139	0.3168313861						
gen_136	95	True	False	False	False	True	0.1349382886	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	7	0.7826086957	0.3043478261	ref_000573	0.34043	0.1684232632	0.4947368421	0.6351351351	325	0.8315767368	0.5650529077	gen_131	0.757896	0.242104						
gen_137	93	True	False	False	False	True	0.1618344876	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	6	0.7826086957	0.2608695652	ref_001205	0.375	0.1111111111	0.4301075269	0.2962962963	869	0.8888888889	0.573212308	gen_156	0.88172	0.11828						
gen_138	94	True	False	False	False	True	0.1735697227	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	5	0.7826086957	0.2173913043	ref_000267	0.57143	0.08421073684	0.1489361702	0.1473684211	10	0.9157892632	0.5703155473	gen_156	0.851067234	0.148932766						
gen_139	91	True	False	False	False	True	0.09449113997	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	detected	47.3	1.6e-14	0.9743589744	True	0.2464114833	23	21	9	0.9130434783	0.3913043478	ref_000257	0.35052	0.3434387879	1.065934066	0.9797979798	5.74e-05	0.6565612121	0.916727299	gen_13	0.4725274725	0.5274725275	1.1e-14	47.8	1	38	23	60
gen_140	97	True	False	False	False	True	0.1421424015	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	6	0.7826086957	0.2608695652	ref_000169	0.47368	0.09278268041	0.1958762887	0.2209302326	144	0.9072173196	0.6336037665	gen_147	0.8762845361	0.1237154639						
gen_141	94	True	False	False	False	True	0.1145091525	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	5	0.7826086957	0.2173913043	ref_000834	0.34483	0.1000007	0.3085106383	0.29	260	0.8999993	0.5592141497	gen_126	0.82979	0.17021						
gen_142	87	True	False	False	False	True	0.03050265491	0.06061925601	False	True	False	[]	True	False	[]	True		detected	54.1	1.1e-16	1	True	0.509569378	23	23	22	1	0.9565217391	ref_000225	0.82927	0.7391319565	0.9425287356	0.8913043478	1.32e-44	0.2608680435	0.9191405384	gen_194	0.6565687879	0.3434312121	8.4e-17	54.6	1	39	10	48
gen_143	112	True	False	False	False	True	0.1926389386	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	6	0.7826086957	0.2608695652	ref_001011	0.31579	0.1333335556	0.5089285714	0.4222222222	55	0.8666664444	0.6229760076	gen_153	0.6785710714	0.3214289286						
gen_144	99	True	False	False	False	True	0.1208275332	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	7	0.7826086957	0.3043478261	ref_000737	0.24138	0.1414145455	0.5858585859	0.7837837838	188	0.8585854545	0.6097215295	gen_88	0.6868707071	0.3131292929						
gen_145	91	True	False	False	False	True	0.1330419795	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	7	0.7826086957	0.3043478261	ref_000102	0.4	0.1758241758	0.4395604396	0.4761904762	55	0.8241758242	0.5736007421	gen_156	0.7849483871	0.2150516129						
gen_147	97	True	False	False	False	True	0.1474719684	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	6	0.7826086957	0.2608695652	ref_000169	0.47368	0.09278268041	0.1958762887	0.2209302326	123	0.9072173196	0.6330807131	gen_140	0.8762845361	0.1237154639						
gen_148	76	True	False	False	False	True	0.09642292546	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	detected	11.1	0.0031	0.7948717949	False	0	23	21	6	0.9130434783	0.2608695652	ref_000510	0.32051	0.3289444737	1.026315789	1.083333333	2.5	0.6710555263	0.9247020519	gen_139	0.4505515385	0.5494484615	0.0032	11.1	4	34	22	49
gen_149	87	True	False	False	False	True	0.1586689959	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	17	4	0.7391304348	0.1739130435	ref_001068	0.28889	0.08783817568	0.5172413793	0.3040540541	818	0.9121618243	0.5939499894	gen_156	0.7634390323	0.2365609677						
gen_150	97	True	False	False	False	True	0.09103648754	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	16	5	0.6956521739	0.2173913043	ref_000555	0.31707	0.1340192784	0.4226804124	0.476744186	506	0.8659807216	0.7785624086	gen_145	0.412371134	0.587628866						
gen_151	92	True	False	False	False	True	0.1344274957	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	5	0.7826086957	0.2173913043	ref_000347	0.31915	0.1630440217	0.5108695652	0.5108695652	4	0.8369559783	0.5999856337	gen_162	0.92391	0.07609						
gen_152	103	True	False	False	False	True	0.1144187873	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	7	0.7826086957	0.3043478261	ref_000747	0.36667	0.1067970874	0.2912621359	0.4054054054	4.3	0.8932029126	0.6191732301	gen_164	0.7475740777	0.2524259223						
gen_153	107	True	False	False	False	True	0.1325075762	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	6	0.7826086957	0.2608695652	ref_000968	0.30189	0.1111122917	0.4953271028	0.3680555556	415	0.8888877083	0.578432766	gen_70	0.78505	0.21495						
gen_154	121	True	False	False	False	True	0.1122340689	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	20	7	0.8695652174	0.3043478261	ref_001222	0.3125	0.1239669421	0.3966942149	0.6315789474	40	0.8760330579	0.6533582589	gen_170	0.5785152893	0.4214847107						
gen_155	98	True	False	False	False	True	0.1684419367	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	20	5	0.8695652174	0.2173913043	ref_000054	0.27273	0.09183765306	0.3367346939	0.4074074074	382	0.9081623469	0.6086541771	gen_36	0.730004	0.269996						
gen_156	93	True	False	False	False	True	0.1732449543	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	7	0.7826086957	0.3043478261	ref_000689	0.28333	0.1827935484	0.6451612903	0.6976744186	486	0.8172064516	0.5383888103	gen_137	0.88172	0.11828						
gen_157	104	True	False	False	False	True	0.08443095965	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	17	3	0.7391304348	0.1304347826	ref_001216	0.25926	0.1532851095	0.7788461538	0.5912408759	409	0.8467148905	0.7989349492	gen_117	0.788465	0.211535						
gen_158	115	True	False	False	False	True	0.1340320113	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	7	0.7826086957	0.3043478261	ref_000111	0.35135	0.1130430435	0.3217391304	0.4302325581	31	0.8869569565	0.5948084141	gen_111	0.756522	0.243478						
gen_159	114	True	False	False	False	True	0.1037620105	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	7	0.7826086957	0.3043478261	ref_001043	0.34694	0.1491233333	0.4298245614	0.7313432836	0.73	0.8508766667	0.6312576435	gen_152	0.6929840351	0.3070159649						
gen_160	90	True	False	False	False	True	0.1311603435	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	8	0.7826086957	0.347826087	ref_000689	0.27451	0.1555556667	0.5666666667	0.5930232558	340	0.8444443333	0.5551025079	gen_156	0.7957005376	0.2042994624						
gen_161	70	True	False	False	False	True	0.02797606802	0.06061925601	False	True	False	[]	True	False	[]	True		detected	60.1	1.6e-18	1	True	0.9425837321	23	23	23	1	1	ref_001083	0.87143	0.8243256757	1	0.9459459459	2.05e-38	0.1756743243	0.9135952141	gen_101	0.7887338028	0.2112661972	1.2e-18	60.4	1	39	11	49
gen_162	92	True	False	False	False	True	0.135690146	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	6	0.7826086957	0.2608695652	ref_000347	0.34043	0.1739153261	0.5108695652	0.5108695652	0.2	0.8260846739	0.5888306526	gen_151	0.92391	0.07609						
gen_163	96	True	False	False	False	True	0.1391160435	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	5	0.7826086957	0.2173913043	ref_000111	0.34286	0.1250010417	0.3645833333	0.4069767442	87	0.8749989583	0.5730553543	gen_190	0.8453641237	0.1546358763						
gen_164	97	True	False	False	False	True	0.09998086295	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	7	0.7826086957	0.3043478261	ref_000262	0.2973	0.1134030928	0.381443299	0.402173913	45	0.8865969072	0.6144813103	gen_152	0.7475740777	0.2524259223						
gen_165	91	True	False	False	False	True	0.1005718561	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	6	0.7826086957	0.2608695652	ref_000060	0.3	0.2903225806	0.989010989	0.9677419355	263	0.7096774194	0.6182805657	gen_176	0.7173866304	0.2826133696						
gen_166	98	True	False	False	False	True	0.07545545351	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	20	7	0.8695652174	0.3043478261	ref_000368	0.34043	0.163267449	0.4795918367	0.5402298851	10	0.836732551	0.6190532833	gen_103	0.6734710204	0.3265289796						
gen_169	119	True	False	False	False	True	0.1027517028	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	5	0.7826086957	0.2173913043	ref_000968	0.26744	0.1597211111	0.7226890756	0.5972222222	33	0.8402788889	0.6288323682	gen_34	0.6806763025	0.3193236975						
gen_170	103	True	False	False	False	True	0.133171581	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	19	5	0.8260869565	0.2173913043	ref_000172	0.46154	0.1165052427	0.2524271845	0.2680412371	49	0.8834947573	0.5801112667	gen_176	0.7475694175	0.2524305825						
gen_171	92	True	False	False	False	True	0.1936585734	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	5	0.7826086957	0.2173913043	ref_000723	0.33962	0.1956506522	0.5760869565	0.5824175824	114	0.8043493478	0.5815177533	gen_122	0.83696	0.16304						
gen_173	86	True	False	False	False	True	0.01427513435	0.06061925601	False	True	False	[]	True	False	[]	True		detected	55.9	3.1e-17	1	True	0.6578947368	23	23	23	1	1	ref_001070	0.88372	0.88372	1	1	3.58e-51	0.11628	0.8999998507	gen_6	0.88372	0.11628	2.5e-17	56.3	1	39	11	49
gen_174	96	True	False	False	False	True	0.162713739	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	6	0.7826086957	0.2608695652	ref_001063	0.27778	0.1449286957	0.75	0.5217391304	268	0.8550713043	0.5852102035	gen_156	0.81250375	0.18749625						
gen_175	101	True	False	False	False	True	0.122333748	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	5	0.7826086957	0.2173913043	ref_000573	0.33333	0.2376213861	0.7128712871	0.972972973	4	0.7623786139	0.5965840964	gen_77	0.7821753465	0.2178246535						
gen_176	92	True	False	False	False	True	0.1420864146	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	17	4	0.7391304348	0.1739130435	ref_000612	0.2973	0.1195663043	0.402173913	0.4065934066	265	0.8804336957	0.5613041121	gen_156	0.82796	0.17204						
gen_177	125	True	False	False	False	True	0.114494911	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	20	5	0.8695652174	0.2173913043	ref_000882	0.26596	0.1798578417	0.752	0.6762589928	15	0.8201421583	0.7227713155	gen_169	0.5919992	0.4080008						
gen_178	104	True	False	False	False	True	0.1229931979	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	6	0.7826086957	0.2608695652	ref_000787	0.27692	0.173075	0.625	0.9285714286	67	0.826925	0.5937964236	gen_36	0.7403846154	0.2596153846						
gen_179	87	True	False	False	False	True	0.03195048777	0.06061925601	False	True	False	[]	True	False	[]	True		detected	54.8	7e-17	1	True	0.5693779904	23	23	23	1	1	ref_000674	0.88636	0.896548046	1.011494253	1.011494253	1.56e-48	0.103451954	0.8969501622	gen_67	0.8043494565	0.1956505435	7e-17	54.8	1	39	11	49
gen_180	93	True	False	False	False	True	0.119633096	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	6	0.7826086957	0.2608695652	ref_000791	0.34694	0.1827963441	0.5268817204	0.5975609756	386	0.8172036559	0.5484374452	gen_156	0.84946	0.15054						
gen_181	106	True	False	False	False	True	0.123105873	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	5	0.7826086957	0.2173913043	ref_000347	0.31818	0.132074717	0.4150943396	0.4782608696	22	0.867925283	0.5883433643	gen_86	0.7735856604	0.2264143396						
gen_182	113	True	False	False	False	True	0.128263609	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	9	0.7826086957	0.3913043478	ref_000215	0.32308	0.1858424779	0.5752212389	0.7738095238	96	0.8141575221	0.5901336766	gen_111	0.743360708	0.256639292						
gen_183	97	True	False	False	False	True	0.1389207619	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	17	6	0.7391304348	0.2608695652	ref_000308	0.35849	0.1958759794	0.5463917526	0.5578947368	18	0.8041240206	0.6174886007	gen_163	0.6907175258	0.3092824742						
gen_184	112	True	False	False	False	True	0.1098868896	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	7	0.7826086957	0.3043478261	ref_000074	0.39024	0.1428557143	0.3660714286	0.4505494505	144	0.8571442857	0.6566527206	gen_182	0.6371709735	0.3628290265						
gen_189	77	True	False	False	False	True	0.08677358831	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	detected	50.4	1.6e-15	0.8974358974	False	0.3050965655	23	20	10	0.8695652174	0.4347826087	ref_000826	0.34247	0.3246793506	0.9480519481	1.013888889	4.65e-05	0.6753206494	0.945770863	gen_129	0.3896135065	0.6103864935	1.2e-15	50.8	5	39	16	50
gen_190	97	True	False	False	False	True	0.1224641125	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	5	0.7826086957	0.2173913043	ref_000620	0.39474	0.1304358261	0.3917525773	0.3304347826	348	0.8695641739	0.5762607109	gen_163	0.8453641237	0.1546358763						
gen_191	84	True	False	False	False	True	0.1139325116	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	19	4	0.8260869565	0.1739130435	ref_001204	0.28846	0.1102935294	0.619047619	0.3823529412	128	0.8897064706	0.948897465	gen_9	0.79762	0.20238						
gen_192	90	True	False	False	False	True	0.1807487988	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	6	0.7826086957	0.2608695652	ref_000484	0.37037	0.222222	0.6	0.7826086957	173	0.777778	0.5731256801	gen_156	0.8172034409	0.1827965591						
