sequence_id	sequence_sha256	sequence_length	pf00741_status	pf00741_score	pf00741_sequence_score	pf00741_coverage	best_family	best_family_score	second_family	second_family_score	family_margin	best_model_coverage	best_query_coverage	family_status	classification_reason	gvpa_score	gvpj_score	hmm_family_status	similarity_best_family	similarity_best_reference	similarity_effective_identity	similarity_query_coverage	similarity_target_coverage	similarity_second_family	similarity_second_identity	similarity_margin	control_type	expected_family	fold	parent_id
nat_76fdc377bbf82dcb5234	76fdc377bbf82dcb5234e8da2542f1a4e0442f0adcb6d7cc31459bab4cc686fc	85	pass	56.0	56.3	1.0	gvpa	123.6	gvpj	50.4	73.19999999999999	0.8271604938271605	0.788235294117647	gvpa_gvpj_ambiguous	pf00741_and_competitive_gvpa_support;profile_sequence_family_conflict	123.6	50.4	supported_gvpa	gvpj	nat_69fb8c8dffa72eb18b9b	0.8953488372093024	1.0	1.0	gvpa	0.8837209302325582	0.011627906976744207	natural_heldout	gvpj	0	nat_76fdc377bbf82dcb5234
nat_883a9edd1d317110f140	883a9edd1d317110f1405fa9a535c6755b84d589e6a5980dca1bb63a423197fc	73	pass	57.1	57.4	1.0	gvpa	112.8	gvpj	48.7	64.1	0.8395061728395061	0.9315068493150684	gvpa_gvpj_ambiguous	pf00741_and_competitive_gvpa_support;profile_sequence_family_conflict	112.8	48.7	supported_gvpa	gvpj	nat_1d37cbb7aad699cb8ab2	0.7534246575342466	0.9452054794520548	0.9857142857142858	gvpa	0.6973684210526315	0.05605623648161506	natural_heldout	gvpj	0	nat_883a9edd1d317110f140
nat_7e5a0ca10a01973b587c	7e5a0ca10a01973b587c1d39d10bb469fbdea19c9a2717caeb36a4b12b33cc49	86	pass	58.5	58.9	1.0	gvpa	124.9	gvpj	55.5	69.4	0.8271604938271605	0.7790697674418605	gvpa_gvpj_ambiguous	pf00741_and_competitive_gvpa_support;profile_sequence_family_conflict	124.9	55.5	supported_gvpa	gvpj	nat_8b95b6a8454826276aeb	0.9195402298850575	1.0	1.0	gvpa	0.8295454545454546	0.08999477533960287	natural_heldout	gvpj	0	nat_7e5a0ca10a01973b587c
nat_2042b63e95655cdc9d68	2042b63e95655cdc9d68dd369d8199176aab0bd38adc43ad6ebe8d52c3ab0054	72	pass	60.9	61.2	1.0	gvpa	134.9	gvpj	54.5	80.4	0.8765432098765432	0.9861111111111112	gvpa_gvpj_ambiguous	pf00741_and_competitive_gvpa_support;insufficient_sequence_competitive_margin	134.9	54.5	supported_gvpa	gvpa	nat_8aa5636b24c4e602865a	0.8767123287671232	1.0	0.9863013698630136	gvpj	0.8533333333333334	0.02337899543378985	natural_heldout	gvpj	0	nat_2042b63e95655cdc9d68
nat_acfca75ffa4093670cf2	acfca75ffa4093670cf25bac76bb2b4210de82be69a439914669ab3c0962b039	72	pass	54.5	54.8	1.0	gvpa	119.4	gvpj	51.0	68.4	0.8395061728395061	0.9444444444444444	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	119.4	51.0	supported_gvpa	gvpa	nat_0b3f3bf863a3ef16a85e	0.7638888888888888	0.9583333333333334	0.9583333333333334	gvpj	0.6805555555555556	0.08333333333333326	natural_heldout	gvpa	0	nat_acfca75ffa4093670cf2
nat_38939b26cbc5a274769e	38939b26cbc5a274769e9d461efa0aebff28ccb8dbdd08d2dd8491837a29a457	72	pass	56.7	57.0	1.0	gvpa	125.2	gvpj	54.9	70.30000000000001	0.8395061728395061	0.9444444444444444	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	125.2	54.9	supported_gvpa	gvpa	nat_ee49db0244212648bdd1	0.8055555555555556	0.8888888888888888	0.9696969696969697	gvpj	0.6944444444444444	0.11111111111111116	natural_heldout	gvpa	0	nat_38939b26cbc5a274769e
nat_2e67a9559a5d385089e1	2e67a9559a5d385089e166034789cf6d8f943aaba7dc751826d19336808f7330	546	fail			0.0			gvpn	426.1		0.0	0.0	unsupported	no_qualified_subfamily_hit			unsupported	gvpn	nat_56012f16429563f68895	0.489010989010989	0.9871794871794872	0.9731958762886598				natural_heldout	gvpn	0	nat_2e67a9559a5d385089e1
nat_b6bdb8734681bcea444a	b6bdb8734681bcea444a9b831d639e56053b4aa9401a3f0b004e01cc9216a03f	506	fail			0.0			gvpn	424.3		0.0	0.0	unsupported	no_qualified_subfamily_hit			unsupported	gvpn	nat_2c6ae47f69b03e002709	0.5335968379446641	0.9841897233201581	0.9956896551724138				natural_heldout	gvpn	0	nat_b6bdb8734681bcea444a
nat_d35f18eddb686cd97007	d35f18eddb686cd97007586fc928e74bc31ad3767efa45105c6cec0de708161a	502	fail			0.0			gvpn	430.0		0.0	0.0	unsupported	no_qualified_subfamily_hit			unsupported	gvpn	nat_6f418e83201670537daa	0.5258964143426295	0.9621513944223108	0.9847826086956522				natural_heldout	gvpn	0	nat_d35f18eddb686cd97007
nat_5322cde66edfa53888a3	5322cde66edfa53888a388479c7e2bed15dcf96facf2f60fff496d53b7ac897e	490	fail			0.0	gvpn	424.1	gvpc	44.3	379.8	0.896969696969697	0.6020408163265306	unsupported	competitive_gvpn_support;insufficient_covered_reference_similarity			other_gvp									natural_heldout	gvpn	0	nat_5322cde66edfa53888a3
nat_eea50b6e1902af9b049c	eea50b6e1902af9b049c91ed559ef9ea2c2f7dcf0f1eb3dbce323eab90e4d979	481	fail	0.9	2.1	0.41025641025641024	gvpn	402.3	gvpc	57.4	344.90000000000003	0.8939393939393939	0.6361746361746362	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_219ec296ddb38c6ad41b	0.4885654885654886	0.975051975051975	0.971677559912854				natural_heldout	gvpn	0	nat_eea50b6e1902af9b049c
nat_e953b5f5229ead5bb05c	e953b5f5229ead5bb05c5bed23cd4e205d2d6ae873fb044cf21b51acb812c141	459	fail			0.0	gvpn	422.3	gvpc	23.5	398.8	0.896969696969697	0.6427015250544662	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_95be5a9e931724aad2ad	0.6122004357298475	0.9869281045751634	0.9840182648401826				natural_heldout	gvpn	0	nat_e953b5f5229ead5bb05c
nat_9c8132712ea576438b26	9c8132712ea576438b268b996f47a1c62b08947f730476d00e61c2cd83e182b7	452	fail			0.0	gvpn	424.3	gvpc	44.6	379.7	0.8818181818181818	0.6438053097345132	unsupported	competitive_gvpn_support;insufficient_covered_reference_similarity			other_gvp									natural_heldout	gvpn	0	nat_9c8132712ea576438b26
nat_9735bbf071ea4d0e88dc	9735bbf071ea4d0e88dc392f456701f8f940952dbccb52576897b6c39ce1a9ef	449	fail			0.0	gvpn	428.2	gvpc	47.5	380.7	0.9212121212121213	0.6748329621380846	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_b73eed73eb852a72ba5a	0.6904231625835189	0.9977728285077951	0.9955056179775281				natural_heldout	gvpn	0	nat_9735bbf071ea4d0e88dc
nat_b801b8f74a7687732592	b801b8f74a7687732592b536a48bab890134a92186f56f82be71924917c7fb22	432	fail			0.0	gvpn	434.0	gvpc	28.8	405.2	0.8909090909090909	0.6782407407407407	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_59bcd37fbc5cf35ab3cc	0.6759259259259259	0.9814814814814815	0.9858156028368794				natural_heldout	gvpn	0	nat_b801b8f74a7687732592
nat_0a4e225cb9c56d6b84d6	0a4e225cb9c56d6b84d6f401011cd47198a6d1e9d76f4ad212e69ed3c57fb280	429	fail			0.0	gvpn	419.5	gvpc	26.0	393.5	0.9090909090909091	0.696969696969697	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_bd6d641af5173919983b	0.6666666666666666	1.0	0.9947916666666666				natural_heldout	gvpn	0	nat_0a4e225cb9c56d6b84d6
nat_8eec0303cc68de85791a	8eec0303cc68de85791a0f8a212481a547683335382858958106230eb2fa780d	423	fail			0.0	gvpn	437.3	gvpc	34.1	403.2	0.9181818181818182	0.7139479905437353	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_9414dc44ac8316d2782f	0.7075471698113207	0.9858156028368794	0.9858490566037735				natural_heldout	gvpn	0	nat_8eec0303cc68de85791a
nat_e9c94abf9541bdaab211	e9c94abf9541bdaab211187596337d1b416f5f1647a7c536fa496d665135fbb8	422	fail			0.0	gvpn	417.8	gvpc	25.1	392.7	0.9090909090909091	0.7085308056872038	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_bd6d641af5173919983b	0.6777251184834123	1.0	0.9947916666666666				natural_heldout	gvpn	0	nat_e9c94abf9541bdaab211
nat_2648d629b38e7cef6323	2648d629b38e7cef6323afd32592b21c6c305a88cc6087048458ff504acb50d3	421	fail			0.0	gvpn	430.0	gvpc	33.3	396.7	0.8939393939393939	0.6983372921615202	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_704a249b0764cecf43df	0.6009070294784581	0.9833729216152018	0.9773242630385488				natural_heldout	gvpn	0	nat_2648d629b38e7cef6323
nat_6fbd68d02ac2a1e1dafe	6fbd68d02ac2a1e1dafe281aaadbb6251c74b21611a5c11bc997c45a2a42fc78	419	fail			0.0	gvpn	431.5	gvpc	53.6	377.9	0.9090909090909091	0.7136038186157518	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_af4dd8eeb92221642da5	0.665083135391924	1.0	0.9762470308788599				natural_heldout	gvpn	0	nat_6fbd68d02ac2a1e1dafe
nat_54f42a9ee5419e125305	54f42a9ee5419e1253053c9842cf4155204b8688bf5b026fbb160dc310e7f11d	418	fail			0.0	gvpn	423.0	gvpc	18.5	404.5	0.9121212121212121	0.7177033492822966	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_748023a818ca467884d7	0.6866028708133971	0.9904306220095693	0.9975				natural_heldout	gvpn	0	nat_54f42a9ee5419e125305
nat_20a0c3cba5c7bfbc2968	20a0c3cba5c7bfbc2968de08dc133eb72671c9c4ec95da165995fbb4d59384f1	418	fail			0.0	gvpn	428.9	gvpc	28.7	400.2	0.8878787878787879	0.6985645933014354	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_7c5a6a1b6410258202e8	0.6053811659192825	0.9952153110047847	1.0				natural_heldout	gvpn	0	nat_20a0c3cba5c7bfbc2968
nat_7f3d6f1f346dd38132e2	7f3d6f1f346dd38132e2f0ab76887c2da2325d5acb050fb7993e878cf48ccf11	417	fail			0.0	gvpn	428.5	gvpc	28.6	399.9	0.9272727272727272	0.7314148681055156	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_b13a30afcbd95f756c01	0.6786570743405276	0.9976019184652278	1.0				natural_heldout	gvpn	0	nat_7f3d6f1f346dd38132e2
nat_423e61c432bfd3ff9c3b	423e61c432bfd3ff9c3b72ba7de0804ccd91e709b950891002ae002ce69581d9	416	fail			0.0	gvpn	422.1	gvpc	27.3	394.8	0.9424242424242424	0.7451923076923077	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_bd6d641af5173919983b	0.6899038461538461	1.0	0.9947916666666666				natural_heldout	gvpn	0	nat_423e61c432bfd3ff9c3b
nat_fbd3fd4e6b2a9a3985ad	fbd3fd4e6b2a9a3985ad2f4a02167ae851b25e5c572371997f6fe145b16b88aa	415	fail			0.0	gvpn	423.5	gvpc	25.1	398.4	0.8818181818181818	0.6987951807228916	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_b13a30afcbd95f756c01	0.691566265060241	1.0	0.9975124378109452				natural_heldout	gvpn	0	nat_fbd3fd4e6b2a9a3985ad
nat_149d79d1e2e651f0b2cf	149d79d1e2e651f0b2cfa5fe4d61c835023e967814e66bb4da1a962f804a6906	413	fail			0.0	gvpn	424.2	gvpc	25.3	398.9	0.9363636363636364	0.7457627118644068	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_748023a818ca467884d7	0.6852300242130751	0.9903147699757869	0.9975				natural_heldout	gvpn	0	nat_149d79d1e2e651f0b2cf
nat_32fdbf8eba6ab6b512a2	32fdbf8eba6ab6b512a22c6fa2e12209ba6aee560844ef118ac16763e7f4d732	411	fail			0.0	gvpn	421.7	gvpc	35.1	386.59999999999997	0.9181818181818182	0.7347931873479319	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_51a971d9f338f8db29b2	0.6546762589928058	0.9902676399026764	0.9952038369304557				natural_heldout	gvpn	0	nat_32fdbf8eba6ab6b512a2
nat_02aa5adb843bcbb28558	02aa5adb843bcbb2855898c5dd88db85c5cdd622c385b14e8ec774dc30ec1ef1	411	fail			0.0	gvpn	425.2	gvpc	41.0	384.2	0.9090909090909091	0.7274939172749392	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_f082034c255acfb4220b	0.656934306569343	0.9927007299270073	0.9852941176470589				natural_heldout	gvpn	0	nat_02aa5adb843bcbb28558
nat_04782b3e5d10ee5f349b	04782b3e5d10ee5f349b6a93aaa296897bcac342558c572758d5632ae0066be7	410	fail			0.0	gvpn	414.6	gvpl	4.4	410.20000000000005	0.9030303030303031	0.7317073170731707	unsupported	competitive_gvpn_support;insufficient_covered_reference_similarity			other_gvp	gvpn	nat_bcb9e1eae66ab21697b9	0.3829268292682927	0.7073170731707317	0.9477124183006536				natural_heldout	gvpn	0	nat_04782b3e5d10ee5f349b
nat_83b35e1afef7eb2b15e7	83b35e1afef7eb2b15e7aa49cb20cdd25f32a5d1d345e55e7fb19189f1611ea9	410	fail			0.0	gvpn	429.5	gvpc	48.7	380.8	0.8939393939393939	0.7170731707317073	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_af4dd8eeb92221642da5	0.7410926365795725	0.9878048780487805	0.9738717339667459				natural_heldout	gvpn	0	nat_83b35e1afef7eb2b15e7
nat_5a8b313f8585f54f4658	5a8b313f8585f54f4658eda7ab30005f84a465cc9fd60def6ca81a4ab26e967d	410	fail			0.0	gvpn	423.5	gvpc	19.9	403.6	0.8848484848484849	0.7097560975609756	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_bd6d641af5173919983b	0.6951219512195121	1.0	1.0				natural_heldout	gvpn	0	nat_5a8b313f8585f54f4658
nat_f349a9497408e858de5d	f349a9497408e858de5d96c42fa27c4e907379ded6f32ee494ed39953bd3367e	406	fail			0.0	gvpn	431.9	gvpc	54.8	377.09999999999997	0.8787878787878788	0.7118226600985221	other_gvp	competitive_gvpn_support;competitive_sequence_agreement		0.1	other_gvp	gvpn	nat_f082034c255acfb4220b	0.7892156862745098	1.0	0.9975490196078431				natural_heldout	gvpn	0	nat_f349a9497408e858de5d
nat_69cee74069ea570841b6	69cee74069ea570841b6077ebabc7066904906cb43eaf5a23bca653505fbbd16	403	fail			0.0	gvpc	247.6				0.9878419452887538	0.9875930521091811	unsupported	competitive_gvpc_support;no_reportable_runner_up;insufficient_covered_reference_similarity			other_gvp	gvpc	nat_f1576cf15faeaea3dbc6	0.38405797101449274	0.9925558312655087	0.9951690821256038				natural_heldout	gvpc	0	nat_69cee74069ea570841b6
nat_d0ec3f874170382d9f35	d0ec3f874170382d9f359c16e943b419cb26e3b8ea463c476092eb9999e38f74	402	fail			0.0	gvpn	439.7	gvpc	33.7	406.0	0.9151515151515152	0.7487562189054726	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_51a971d9f338f8db29b2	0.6666666666666666	0.9552238805970149	0.9784172661870504				natural_heldout	gvpn	0	nat_d0ec3f874170382d9f35
nat_938a17e9c3546d6b6666	938a17e9c3546d6b6666f320146bc1b0dd6bbd20985759cfdd88fbd0fd360a6b	402	fail			0.0	gvpn	423.9	gvpc	39.1	384.79999999999995	0.896969696969697	0.7338308457711443	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_51a971d9f338f8db29b2	0.6019184652278178	0.9552238805970149	0.9616306954436451				natural_heldout	gvpn	0	nat_938a17e9c3546d6b6666
nat_973ad1057434fe5da28a	973ad1057434fe5da28a5001c2aec4be602911bb8d6079214469405ea1114dd1	401	fail			0.0	gvpn	340.3				0.9	0.7481296758104738	unsupported	competitive_gvpn_support;no_reportable_runner_up;insufficient_covered_reference_similarity			other_gvp									natural_heldout	gvpn	0	nat_973ad1057434fe5da28a
nat_0ea2e01b050da8389800	0ea2e01b050da8389800c864244a635c555ac0c1824810fb227efbec5669e879	399	fail			0.0	gvpn	420.4	gvpc	50.9	369.5	0.9030303030303031	0.7443609022556391	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_af4dd8eeb92221642da5	0.6009501187648456	0.9924812030075187	0.9809976247030879				natural_heldout	gvpn	0	nat_0ea2e01b050da8389800
nat_bfe2f0c48495399ac8c4	bfe2f0c48495399ac8c4422a19cce96ba68cdaa4f844738cd707a7c088a7cb46	398	fail			0.0	gvpn	409.8	gvpc	47.9	361.90000000000003	0.9151515151515152	0.7989949748743719	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_6041dd5ee0473abd30f2	0.678391959798995	0.9773869346733668	0.9898477157360406				natural_heldout	gvpn	0	nat_bfe2f0c48495399ac8c4
nat_4f933ce975202631fc9d	4f933ce975202631fc9d885ff6a08a18278fa1ba4c4a765276fc096b75209b38	398	fail			0.0	gvpn	406.5	gvpc	46.3	360.2	0.896969696969697	0.7839195979899497	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_17f71edb92fc68b2218c	0.6758793969849246	0.9849246231155779	0.9874371859296482				natural_heldout	gvpn	0	nat_4f933ce975202631fc9d
nat_2fcf63c4d0b08851d7bb	2fcf63c4d0b08851d7bb124e4f9a4f2392cc433ad4d00c2df987e633892779d7	396	fail			0.0	gvpn	431.3	gvpc	40.2	391.1	0.8909090909090909	0.73989898989899	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_f082034c255acfb4220b	0.6862745098039216	0.9949494949494949	0.9926470588235294				natural_heldout	gvpn	0	nat_2fcf63c4d0b08851d7bb
nat_38bf58c786f61248c36c	38bf58c786f61248c36c6cb2ce244367a25b54c4e517baeb5d631ca6aa342fa1	395	fail			0.0	gvpn	404.9	gvpc	45.1	359.79999999999995	0.906060606060606	0.8025316455696202	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_17f71edb92fc68b2218c	0.6658291457286433	1.0	0.9899497487437185				natural_heldout	gvpn	0	nat_38bf58c786f61248c36c
nat_e7ed1202d1618f77bb2e	e7ed1202d1618f77bb2e6593e8283b289a6a30ae39f99f01c10bfb0f7f08562a	393	fail			0.0	gvpn	400.3	gvpc	45.7	354.6	0.9181818181818182	0.811704834605598	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_17f71edb92fc68b2218c	0.6557788944723618	1.0	0.9899497487437185				natural_heldout	gvpn	0	nat_e7ed1202d1618f77bb2e
nat_28a3b1efd26c46ff28f4	28a3b1efd26c46ff28f4760af82ec26380ede6a062aaeaf8e7c59dd73dcc2293	393	fail			0.0			gvpn	301.8		0.0	0.0	unsupported	no_qualified_subfamily_hit			unsupported	gvpn	nat_f6a69c0e0736bb18b1ef	0.6132315521628499	0.8905852417302799	0.868632707774799				natural_heldout	gvpn	0	nat_28a3b1efd26c46ff28f4
nat_4b7705e733d8c506a3f1	4b7705e733d8c506a3f144ea6e9e53ce43069df834289bb7956e0b17e5f97718	389	fail			0.0			gvpn	302.3		0.0	0.0	unsupported	no_qualified_subfamily_hit			unsupported	gvpn	nat_f6a69c0e0736bb18b1ef	0.6272493573264781	0.8868894601542416	0.8739946380697051				natural_heldout	gvpn	0	nat_4b7705e733d8c506a3f1
nat_7dc06544d027b1021841	7dc06544d027b10218415c0996c109da34ca9009a4a79cef49c519d2b6b715a4	388	fail			0.0			gvpn	303.0		0.0	0.0	unsupported	no_qualified_subfamily_hit			unsupported	gvpn	nat_f6a69c0e0736bb18b1ef	0.6288659793814433	0.8865979381443299	0.8739946380697051				natural_heldout	gvpn	0	nat_7dc06544d027b1021841
nat_137fdc7c703d1b0379db	137fdc7c703d1b0379db62655c240303907b6ff7b1f1937434f300c45fd142f6	387	fail			0.0			gvpn	303.1		0.0	0.0	unsupported	no_qualified_subfamily_hit			unsupported	gvpn	nat_f6a69c0e0736bb18b1ef	0.6330749354005168	0.9018087855297158	0.8873994638069705				natural_heldout	gvpn	0	nat_137fdc7c703d1b0379db
nat_00857e373ba6458d2397	00857e373ba6458d2397cf4debac99805b555fd0d04a0ab0b8aebeb906d2a79c	386	fail			0.0	gvpn	430.0	gvpc	9.4	420.6	0.9242424242424242	0.7875647668393783	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_bd6d641af5173919983b	0.6735751295336787	1.0	1.0				natural_heldout	gvpn	0	nat_00857e373ba6458d2397
nat_823d96f8c4b516596394	823d96f8c4b5165963942842f48c5800d5b3ef90ef2acd8af54929f8201a65e4	385	fail			0.0	gvpn	425.9	gvpc	26.2	399.7	0.9	0.7688311688311689	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_c969850f1da43f74401f	0.6658878504672897	1.0	1.0				natural_heldout	gvpn	0	nat_823d96f8c4b516596394
nat_579844cb6db93ae5e909	579844cb6db93ae5e909bbf54c5840990a218266bcbd3210d7306e8ec7c00c56	383	fail			0.0	gvpn	424.9	gvpc	16.4	408.5	0.906060606060606	0.7780678851174935	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_bd6d641af5173919983b	0.7057291666666666	1.0	0.9947916666666666				natural_heldout	gvpn	0	nat_579844cb6db93ae5e909
nat_8fb4061b311460a720c1	8fb4061b311460a720c1bc90d815d1965f34bac84e2d0bddadf37078c823dbb1	383	fail			0.0	gvpn	427.3	gvpc	17.7	409.6	0.9121212121212121	0.783289817232376	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_bd6d641af5173919983b	0.6927083333333334	1.0	0.9947916666666666				natural_heldout	gvpn	0	nat_8fb4061b311460a720c1
nat_93c537fc9102a67e551f	93c537fc9102a67e551fdc2137d298fab335015b882c42e6f24f1c8688908776	382	fail			0.0	gvpn	426.2	gvpc	27.6	398.59999999999997	0.906060606060606	0.7801047120418848	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_af4dd8eeb92221642da5	0.6460807600950119	0.9842931937172775	0.9786223277909739				natural_heldout	gvpn	0	nat_93c537fc9102a67e551f
nat_ee215e560b3bde143fef	ee215e560b3bde143fefeaea6ebb607a2b8a5a45a49105d8ecd37b6c5884030d	382	fail			0.0	gvpc	27.9				0.8693009118541033	0.9424083769633508	unsupported	competitive_gvpc_support;no_reportable_runner_up;insufficient_covered_reference_similarity			other_gvp									natural_heldout	gvpc	0	nat_ee215e560b3bde143fef
nat_acf13dff7d85dd1b4582	acf13dff7d85dd1b4582b4dcde58a707157659435bb7e7f56119c2ad40f2994b	381	fail			0.0	gvpn	433.7	gvpc	18.0	415.7	0.9424242424242424	0.8136482939632546	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_b13a30afcbd95f756c01	0.6268656716417911	0.952755905511811	0.9477611940298507				natural_heldout	gvpn	0	nat_acf13dff7d85dd1b4582
nat_46493994355e9e860e13	46493994355e9e860e134bb6d7dfac89c7c4b67bfade0313be107ce3d1e1a24e	381	fail			0.0	gvpn	433.0	gvpc	34.3	398.7	0.8727272727272727	0.7532808398950132	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_f082034c255acfb4220b	0.6274509803921569	0.9763779527559056	0.9681372549019608				natural_heldout	gvpn	0	nat_46493994355e9e860e13
nat_690befef9ed3bae5c820	690befef9ed3bae5c82022acf81608a0776c62ba4d7fea6839bfaebbdcbb0500	379	fail			0.0	gvpn	421.3	gvpc	62.0	359.3	0.8909090909090909	0.7730870712401056	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_85c409a21289837d00bb	0.6147757255936676	0.9920844327176781	0.9786096256684492				natural_heldout	gvpn	0	nat_690befef9ed3bae5c820
nat_c71ec6d271d4048dc5b9	c71ec6d271d4048dc5b93e263893e207384d5ec662f3b9bdfd63ba9e38141229	379	fail			0.0	gvpn	380.1	gvpc	46.3	333.8	0.8	0.7598944591029023	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_17f71edb92fc68b2218c	0.5678391959798995	0.9604221635883905	0.9221105527638191				natural_heldout	gvpn	0	nat_c71ec6d271d4048dc5b9
nat_e9eb43811f2330da42df	e9eb43811f2330da42dff162d0b0545164bebc3de0867615d60d3fcc4f41ae3a	374	fail			0.0	gvpn	420.6	gvpc	48.9	371.70000000000005	0.8818181818181818	0.7754010695187166	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_2bf58038b2e3bdc0bb07	0.6283422459893048	0.9866310160427807	0.994579945799458				natural_heldout	gvpn	0	nat_e9eb43811f2330da42df
nat_8d236d3ac40de77afe2a	8d236d3ac40de77afe2afd722d2154865f930f73cf5a8941c289582b22415095	374	fail			0.0	gvpn	409.6				0.8454545454545455	0.7459893048128342	other_gvp	competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement			other_gvp	gvpn	nat_8be2453bae0b87eb4953	0.5641711229946524	0.7566844919786097	0.7971830985915493				natural_heldout	gvpn	0	nat_8d236d3ac40de77afe2a
nat_7e86aa921e43cec15ccd	7e86aa921e43cec15ccd2693b36e523d3043259364d557159a798eada943f877	372	fail			0.0	gvpn	407.3				0.896969696969697	0.7983870967741935	other_gvp	competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement			other_gvp	gvpn	nat_d75b99c1a6e6c7509167	0.48010610079575594	0.9489247311827957	0.9310344827586207				natural_heldout	gvpn	0	nat_7e86aa921e43cec15ccd
nat_eedf2d89181613d2065f	eedf2d89181613d2065f1240fe1fb8ab844f6a350e4d8ea15481463d95e5f33c	370	fail			0.0	gvpn	416.1				0.8878787878787879	0.7945945945945946	other_gvp	competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement			other_gvp	gvpn	nat_d75b99c1a6e6c7509167	0.46153846153846156	0.7891891891891892	0.7798408488063661				natural_heldout	gvpn	0	nat_eedf2d89181613d2065f
nat_d357e9d3ead4e202b4ba	d357e9d3ead4e202b4baf08680062b3129ec536e0e1f5a2ff3a0f0d9c7f8389e	370	fail			0.0	gvpn	418.9				0.8939393939393939	0.8	other_gvp	competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement			other_gvp	gvpn	nat_d75b99c1a6e6c7509167	0.46684350132625996	0.9081081081081082	0.9310344827586207				natural_heldout	gvpn	0	nat_d357e9d3ead4e202b4ba
nat_0f51e0db355810694385	0f51e0db355810694385182441003b873f1d1bc79e9a462961e51fbddc4fef36	369	fail			0.0	gvpn	413.9	gvpc	0.4	413.5	0.896969696969697	0.8048780487804879	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_d75b99c1a6e6c7509167	0.4854111405835544	0.9295392953929539	0.9522546419098143				natural_heldout	gvpn	0	nat_0f51e0db355810694385
