sequence_id	sequence_sha256	terminated_by_eos	hit_generation_cap	stop_reason	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	qc_pass	qc_reasons
vae_candidate_000262	14edc0779ef70fb49778bf06ac573a34f7c59f6f2ff7add50e4d6610c9fa7ea9	true	false	eos	129	True	False	False	False	True	0.05040948703584774	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000263	1bbd68fd797ea9e9ec1b37c81860e465db163ea4a7ded3d668c2a148cdb166a5	true	false	eos	118	True	False	False	False	True	0.05632568476130541	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000264	772b84d8a51a0148e4bf4d958846857d7b9ed316ca47d646ee8d704cc67f0cd5	true	false	eos	110	True	False	False	False	True	0.016198338346222328	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000265	1bd0eabcd8bccc8ef39f821d207662d71552e76775a5ac2e9cd1b4254434ce9c	true	false	eos	103	True	False	False	False	True	0.038262584368873635	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000266	a75b29a76a04ecab3fba07578eaa4b23985145277315db9d98ccbfbf98ebbf8f	true	false	eos	89	True	False	False	False	True	0.015123018737642227	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000267	091be3a170f7af58e8c377dbcfb5fb9cda3fbebf6eaeb16a5aab4eaddf1c4722	true	false	eos	90	True	False	False	False	True	0.021909702999974905	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000268	4b877816f3944643def0663c6d818c0aee339ff28a03a30b7c209d138e47794e	true	false	eos	69	True	False	False	False	True	0.10644335503861312	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000269	99241e2ebdc60376bc8a391dcec7558c66374393941c554e762e4d3606e90c67	true	false	eos	117	True	False	False	False	True	0.035165079947459606	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000270	2decb12f98c155ef1586cdbe8251cb0c5579eec888253e9760943e467f50e74e	true	false	eos	92	True	False	False	False	True	0.01293852469442212	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000271	6122957112e0829c1e55791407cfeadb27a6fed2d3ab009d675667ca99232d19	true	false	eos	95	True	False	False	False	True	0.07132868275368162	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000272	bba28678e3f01c6b6464834a73c7d9745718a427e0563286118a7e5d494b2ccd	true	false	eos	127	True	False	False	False	True	0.033923603002231954	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000273	41e41debd25c9f2c326130cd95054218c4fb0cc32dd820facca61d69eb0ca19f	true	false	eos	108	True	False	False	False	True	0.01925671946405546	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000274	94a469d25e7c6cf5c1ea6b8102c217a0ddaa427b37ab64920e43bc11d3e398e3	false	true	length_cap	180	True	False	True	False	True	0.02119347205419665	0.06381829728796119	False	True	False	[]	True	False	[]	True	generation_cap_warning
vae_candidate_000275	cc9079c777511d4e297d2658f6897a48c8341ced9de387b970e41c44c7a5429b	true	false	eos	59	True	False	False	False	True	0.10601303967026357	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000276	c5178b1b92e411adc9fc052974e735f979937e0795e7719db2fddbacbc5b7919	true	false	eos	86	True	False	False	False	True	0.04560113491823306	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000277	31a8039a5977ab4eefb9ae24343b01db21a5c90c6ddf13e2e2f9afc276c69095	true	false	eos	111	True	False	False	False	True	0.01112359728115547	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000278	01044d295ecd25d4e00059358abd4599208729014b03128d2e355ee86e1594da	true	false	eos	87	True	False	False	False	True	0.01540959939144622	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000279	d0402802c467e4c43d7e4f398fd727e7cc0169e854517dc68e00f85e11146127	true	false	eos	67	True	False	False	False	True	0.03230014562439951	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000280	ea441a2e1e24010d1ef435a40568b72702b9cca4a932271d9b2e70e57667c820	true	false	eos	77	True	False	False	False	True	0.07116055573207225	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000281	bfbf7d839069bb607fb7aaf829d088b210273a4949a3653facd3bf2017380964	true	false	eos	75	True	False	False	False	True	0.04261490571706336	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000282	93dc9ddf3d595b41dd4a8b33b65e3918c5876c01a0ddc3ad68b3d89592ba8294	true	false	eos	106	True	False	False	False	True	0.049571441602761036	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000283	0b833d0ebed5a24e65401f78c587f2be5605d7d22cab27e662c1ab3e12220488	true	false	eos	102	True	False	False	False	True	0.029222699984156573	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000284	a90dd89dbe7a7eb7d54552120ad00e94cee22b762d685da9428d8d02ec41ffbe	true	false	eos	91	True	False	False	False	True	0.021975865843456593	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000285	492b4cfb3e292b64f5e462166219848f73c910256f5f838912295aed310540b0	true	false	eos	92	True	False	False	False	True	0.027770670210951927	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000286	8a3a1ab211b4b1f2cb4855f37efc2543b7fcb7db3a0e241c672c496f955277a5	true	false	eos	114	True	False	False	False	True	0.026771184208683033	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000287	4ca79c1200ea4da76d28a74fcaf0460b8b154dc5366d3c82eb33035fda8bb5ae	true	false	eos	55	True	False	False	False	True	0.06649493498518617	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000288	691538e7f8c9abb2329f464828433e0c2c32e0fb6ae5a454cfc4c97fbee58c0a	true	false	eos	114	True	False	False	False	True	0.03207420593334441	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000289	013f1253934d8f573205206882ba346b7a7605068d7b6ffb7029f1ab236a4524	true	false	eos	79	True	False	False	False	True	0.05023877241450153	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000290	2642f6e97f6ecbda62695d39e65525df949740d6d66e383ed74c868dfbf75f6c	true	false	eos	90	True	False	False	False	True	0.0256970836966723	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000291	bbef997c741a578122dd933911da6c39474e9018c909a6b0c18974d207bcad9b	true	false	eos	138	True	False	False	False	True	0.026625347483744892	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000292	83aa992ec993137cd9cf19004453d68ddb67b98b52d1d0e78b05083e7ab087a3	true	false	eos	81	True	False	False	False	True	0.043888731045827634	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000293	e378e39a5f14218d620501146ccf0022981178fa3ff20a042b5b8a40da2da235	true	false	eos	93	True	False	False	False	True	0.022046292799704745	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000294	562aa9306d81c5e27eac468e0f93ab271803958e8d8eefa93c0d0dc32ea44134	true	false	eos	110	True	False	False	False	True	0.0831269010205695	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000295	909c35e063354b4fb505f6fc605e07c5bcebfef4d2dd77380164e3359d8fb6e0	true	false	eos	87	True	False	False	False	True	0.02765185769625718	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000296	d461d032d0ebfb21f0ed500a237d8fcf0aa5096396d45aca58368b09acc545ff	true	false	eos	91	True	False	False	False	True	0.037616732610717143	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000297	aa7d8fc13dd5fc6f9bc3608ee4ba2dcea5924256cd8154384d4a66d7a12175bc	true	false	eos	62	True	False	False	False	True	0.026985514227566773	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000298	6c7c11f82e4819178dff261c38f14c9e1b9695c59733414d29b0daecf86a967a	true	false	eos	79	True	False	False	False	True	0.034693719872900305	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000299	4904c593f8ed9ef59f14d6db076418d2908aa412a70a1766447cd614295b8070	true	false	eos	121	True	False	False	False	True	0.019114777603429327	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000300	23bc0a607dd30a2bf9547602dfb2848aaf256e3c0ec5336d4ddb4aafecd7a7aa	true	false	eos	130	True	False	False	False	True	0.026683864457357532	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000301	0783e5e1d8c55b50d63ee39293f5000174cf7c943797e53fb56e423adb2a3fab	true	false	eos	117	True	False	False	False	True	0.028412468826393623	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000302	73a588b1b82bb8192c1a89d0442c6430482a377ba61023a924d72c3898ad2f14	true	false	eos	64	True	False	False	False	True	0.046280409072978625	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000303	b300e5a5483a606d6864a29e3287e7b3ba6d84feaacbf8b02b90ee548fde4f46	true	false	eos	108	True	False	False	False	True	0.018262315744136507	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000304	a0506f441cb98e208530a07a7053f61d209824eba2cdd34f6bbe983b927c58aa	true	false	eos	136	True	False	False	False	True	0.022611967710701147	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000305	feed0894fe77ba3c53a6239584f8e0133cbe145e554aa00fbd5b0cf5a6a03369	true	false	eos	80	True	False	False	False	True	0.02998192781810835	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000306	ef7e2918db0b75bcb7b1b6ad58c111213dad267f31a1f0bee4e9b2b999656212	true	false	eos	129	True	False	False	False	True	0.0317086286746051	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000307	8520393a67239af4ea7091e8302b08d3c3e0a1b63e38fb805ca07297b4855576	true	false	eos	96	True	False	False	False	True	0.05531600908445891	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000308	78549212086dc30c38ac892ac76656099b7c619ccc4ff57ebb549f9c949879b0	true	false	eos	111	True	False	False	False	True	0.10384002916258489	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000309	a394ea6c509f7184432b7c5827f11062b565568f323109f5556698874e3a771b	true	false	eos	117	True	False	False	False	True	0.06771789123405436	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000310	c629c741c53e83bf9ab92bb7e9878f31af49ac546678edcab5bfc777cd7aeffd	true	false	eos	76	True	False	False	False	True	0.04810396953907771	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000311	07b9b86c5e61bee975ef757b51ff2ce87dbcacdf5bae9785eec770777565d23b	true	false	eos	71	True	False	False	False	True	0.02725462282251196	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000312	150e742f57b0f111876dca134fc899c199a3b946639aad423394034e3bd9e006	true	false	eos	74	True	False	False	False	True	0.03142421963453032	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000313	e20c28c29210b73960c515a3de504ed030457f3548170330e3892146513194ee	true	false	eos	85	True	False	False	False	True	0.11546586806353504	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000314	372cebfd14f2b4853f97712ef5d84e6ff244e0696f5c599b1dd111c2f4e6d3a6	true	false	eos	97	True	False	False	False	True	0.05065721886539946	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000315	7653da7c932d351b94bca4529f6a95a238123b130160f2f3fe8698c2499290ad	true	false	eos	84	True	False	False	False	True	0.018084589875425484	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000316	7fcbb3f92fd5d911b205f86a36ea3b8fc22476fc42d653d514957af66b3d4cab	true	false	eos	85	True	False	False	False	True	0.02705616026395438	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000317	e512638eedad2e5ef04f70a47e5925b4e034ce5e23230f9640bc3de2916266e7	true	false	eos	116	True	False	False	False	True	0.030619214696562962	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000318	223362a650826c2dd95f99c91da6e42dff55c9bf9583ca2c33674284d36d58b1	true	false	eos	77	True	False	False	False	True	0.020210039254179614	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000319	4dfe6c68b85606eab7954a7635f8ece4a0b9c2ab0f8b55d195e21aa13abe0e2c	true	false	eos	115	True	False	False	False	True	0.015366224681487487	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000320	f8465627fb7c82fc496902e3f8a5425045bcd12c034be7664152a3eaf609e3b6	true	false	eos	114	True	False	False	False	True	0.024216886946341623	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000321	89cead32d622f279ea064aa5b4b8e8da9aee9d5ba5c9500a7e083826b03774c6	true	false	eos	52	True	False	False	False	True	0.09763372141511108	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000322	bf617e1234614df2440d1384a02e3c2b414596f15e4b5a59eb36ff73376403cc	true	false	eos	92	True	False	False	False	True	0.04657772260754475	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000323	f78454356738b928f9474d0625df5a90a7fc4c7bb128f7946596e8a9aae6c053	true	false	eos	103	True	False	False	False	True	0.01974026022576835	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000324	098f58647cfb7d638dcd1770f198f5d37de0636d5033be76f01043d13025633a	true	false	eos	63	True	False	False	False	True	0.04688453465893505	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000325	3833f9a7d63d33c831dc06ad69d59b27f9aaa18ab52eadb35b56e7aa2e74b3f3	true	false	eos	57	True	False	False	False	True	0.07177191259733842	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000326	df5bc789a357437d93954f2788ba6956f03fdc8c8867d8e38a35fce4cd6863d9	true	false	eos	91	True	False	False	False	True	0.02843680347153759	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000327	0216dce265bd39700b6de14cd15249dec76a239e24fc02e84fb2688b8f039a9f	true	false	eos	96	True	False	False	False	True	0.023928050602597246	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000328	8ff27967158b297f514e218e5208c67405f0c8bba5aded9c9601291d6e774200	true	false	eos	95	True	False	False	False	True	0.034353296268280153	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000329	35bae85d1314c77c0c65e7d7aaf398025d1bd4aba2a8983d407172cb3b78a1fe	true	false	eos	85	True	False	False	False	True	0.07666303466572484	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000330	cc478e9a92daa2aac545e99949eb80a76af15a086ae7bef4d2ccf21671187e3e	true	false	eos	70	True	False	False	False	True	0.029114840140019374	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000331	ea0b736b6531ae07fa94aac74eae073ffdc13c5a295dc031b73ffed92e1068a5	true	false	eos	61	True	False	False	False	True	0.14557200705337445	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000332	12bc2f2f4cce3e2f175e8e129b23f9d1d5a0a528bb9cececb2fb2b5ff819ad61	true	false	eos	105	True	False	False	False	True	0.015868872472758377	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000333	0fef11ec80476500b12522a03654b72fc9df5ccf8f4f87cb83166a9f61fa18c2	true	false	eos	89	True	False	False	False	True	0.035615472676510745	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000334	28567c0bd7e7ab47943cc928f433bb7419cef7ff3cb484ddc0fd825f20e54c9e	true	false	eos	137	True	False	False	False	True	0.014463062276608783	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000335	39b255bee545579d0f8919bda3bff566fd7460bab179fb7d62e6e249e1c2eecc	true	false	eos	110	True	False	False	False	True	0.02283312263990179	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000336	4193cbf6dc8ea8b43f4acea92e68ec9c1a084c47a60ee4448d53211b1a496157	true	false	eos	125	True	False	False	False	True	0.03889899691580233	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000337	3323558d2ab32a25895db47d78c17f3a3b412d9cbf95fa8b00fd1dd7bf176e40	true	false	eos	104	True	False	False	False	True	0.05473460443845064	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000338	198f2e377e821736832cb39fe6060aeb9f974d56ff866f92eda83fb09c7d5835	true	false	eos	93	True	False	False	False	True	0.01674054706865398	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000339	0c86596789451a6f04f4a31dbae5e1d4e5dadc7d29fe800d573a4f9da08a8dd8	true	false	eos	107	True	False	False	False	True	0.03668168969094295	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000340	89f0be151532801fb4db7abff3569e3340a1518d55b8885d79c91823361aa30f	true	false	eos	99	True	False	False	False	True	0.02635676969331263	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000341	da558f76a74559d4a14f632f676c2973eaf1a8d508db0730e220778da7f588d2	true	false	eos	90	True	False	False	False	True	0.028589137894776812	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000342	69627a414235bf88e17519ca2fa4ec1310b5359c159effb8c9459a3ceeec6140	true	false	eos	67	True	False	False	False	True	0.06138223478162814	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000343	4b7a4c6032651d288d048dc853317da9f4f1b480db5445d0b2184328ef2f3b9e	true	false	eos	114	True	False	False	False	True	0.018095055351997062	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000344	a5808e42187afb4f95b1764f4e8e7b2e69abe3e2cc395a96dbcfcd830c3cac7a	true	false	eos	88	True	False	False	False	True	0.02492592529528536	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000345	7d4593914292670b3edaef46bc194955019f1ac3bef91e80203b9bbcae52184c	true	false	eos	101	True	False	False	False	True	0.02944171005852879	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000346	6c7c4bf5df248402b6fc55f9e5a229889fafee26972f860568d08b809a4a94d5	true	false	eos	115	True	False	False	False	True	0.02026752795736656	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000347	9a06335a5626267198cad2956b7fca119cfee5f9765eb03fc0e0f69e492c1bac	true	false	eos	93	True	False	False	False	True	0.024327978899455975	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000348	212f6a89393b8208816b6f63dd208adbd745498682593e5305d2112220a71649	true	false	eos	106	True	False	False	False	True	0.036043870032112166	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000349	6575d890619ef3f1e4357c0532a9ae39034e10786370c7295557cfe16d63f9d5	true	false	eos	108	True	False	False	False	True	0.08068683281294911	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000350	218f863a4018f0152a697795825e7684d1150762cae6269d30c6c01d7cf4910f	true	false	eos	102	True	False	False	False	True	0.0404024078780621	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000351	af712d8bbb96bccc9f4e28901123348845544e87337084f813bff62632e08736	true	false	eos	66	True	False	False	False	True	0.04890573599610891	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000352	d5d4d246f94d8513a6076ceac506e7e2424a80d98e545c034ca59d845fa26e74	true	false	eos	72	True	False	False	False	True	0.031458310495101435	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000353	53f3c9a0d5ec2d4bf93821a09ceb47309fa25f9eb399447733fc448741b9dda0	true	false	eos	124	True	False	False	False	True	0.04824084757935957	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000354	38e2dc077fa752f75426e2f5d9639e2bb1d9f2e7538119ec75f9b9cd842d20b5	true	false	eos	95	True	False	False	False	True	0.018767393224240557	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000355	f16c6925f78ed9669373c60926c99c84a8efc4fb4895b4859033e3b8d8d9cd45	true	false	eos	74	True	False	False	False	True	0.025331794557142344	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000356	9ad752dd22b3d8d9d5cbf474e11f2eb2f3b6670443252106d7a1d7e63ff71a7a	true	false	eos	111	True	False	False	False	True	0.021013573744304615	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000357	3b2acac396d5d5b338a8c14d04d01766c414e5a52e732c0bc0ac2735e9856d5e	true	false	eos	75	True	False	False	False	True	0.09471730972677894	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000358	08b3ea34aed08f0b90d8bddea57771d31281c53a246a7c02cd429bb62c3b50fe	true	false	eos	114	True	False	False	False	True	0.035253824743281786	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000359	20b78181a37b1a7637137c3e7d87f625707ed7bfaa2d84d536ebee331c5e005a	true	false	eos	106	True	False	False	False	True	0.019727618890068715	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000360	23842fd56c1cd2ebcfa198ac878fb93e6a7adff1eef6c5c1d2b20bbb2cda9e94	true	false	eos	174	True	False	False	False	True	0.03935843759867635	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000361	a5ccff1ac6eadbce59ee750ef7d2b33c94302d97d6f86ececed886b813269c6c	true	false	eos	85	True	False	False	False	True	0.022306712506245246	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000362	1d22ffc52316beb61cc584d1edeeacea9611752a549f5661884daffbcfc0487b	true	false	eos	90	True	False	False	False	True	0.02438017236828073	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000363	29a45dd9b8ad4cd14e6493863a74b5c1d8a94a878e8b5a702a7a1bf9bb5ccee9	true	false	eos	125	True	False	False	False	True	0.022309566223074357	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000364	b51baa8faae97da6fe2b3c30f179a5a0337377fe8979f9291690c0fc348390e0	true	false	eos	95	True	False	False	False	True	0.03377996079943055	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000365	492718b927ff38ff94f9dcfc57e1fcc8df22e83a788e9065508d58361f942bbf	true	false	eos	74	True	False	False	False	True	0.05109566565791482	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000366	fae20046d6492f5aa80ea8fdecc78212c41991ca5f84593e8747cf416e6f0c19	true	false	eos	139	True	False	False	False	True	0.06341371408652345	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000367	ac3e9268749bb222e0bf26fd04ed5333a2c2382c90856524593e48bee8c06549	true	false	eos	142	True	False	False	False	True	0.01532804136744729	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000368	cd4f20fcedbae5ab4787dc5222fa7a19d06cbd77997ab5048babe62abb2879ed	true	false	eos	116	True	False	False	False	True	0.02197943367394301	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000369	d67e98b29ce4b6435cd9065738f8131c8ceacda3f53a8ae1f3c8fda5d3536a74	true	false	eos	88	True	False	False	False	True	0.019224949140881034	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000370	b4cf44cf242559a543d2f1e6ad461d30bba28248194e90f46e9e771ed52f49f5	true	false	eos	82	True	False	False	False	True	0.018547775848220954	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000371	3c784e2f0bad26e9fa7bbeddf56e8895b72cf6275271f3ed5819f9738cc69012	true	false	eos	109	True	False	False	False	True	0.02590951252321479	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000372	265eca8ad4b2d58248ad96281d6ff2744dd144d4762c53eef267f9ea8153b36e	true	false	eos	103	True	False	False	False	True	0.04055212125567689	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000373	67f2d4fda89cd92223d21e774286ccca22427a9a2df0f8e1d083880fd6d21272	true	false	eos	66	True	False	False	False	True	0.10952445349818582	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000374	79824577d9b1d40717513a1e809108f8c0621de2bd69a65159d2d01844b56eb1	true	false	eos	106	True	False	False	False	True	0.022199055968338457	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000375	377803da300e6c9f4fc56a523ec12b68bc502b276678d51db96ab74eca8599e3	true	false	eos	139	True	False	False	False	True	0.05700088106967163	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000376	8a97167d6ed57b0b023fbc2df42acc3513d05755cc80316028849d0d7a6bc0b5	true	false	eos	110	True	False	False	False	True	0.0776840570297835	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000377	99dd4551d5a3df9a03bb825ecad560b9f1e7cf03cdc24bb87e048aff343c1b45	true	false	eos	140	True	False	False	False	True	0.016637163144511705	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000378	13de3981d0eae841d8021c46acf96cb239a1b87173d6c62effdc52d0eb369032	true	false	eos	175	True	False	False	False	True	0.10417230356025003	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000379	c73588ce9730509f74d9c6a747d3db2ae9b696239673ab5cff72cea5671f1f23	true	false	eos	110	True	False	False	False	True	0.03459415526249353	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000380	0d6a473b2d634adaeb9b56203a8c40fe6a2fe13eb106a09f33105d58baaf8426	true	false	eos	87	True	False	False	False	True	0.03996390210313139	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000381	869b6060bcc019c189e279171ae249e61df7e2a5b2d280fe44f97563187604ac	true	false	eos	83	True	False	False	False	True	0.04099513778806289	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000382	d364580329dd7f7d9766eebab163e972f1173e0b0b82300a6d31ecd2d9599484	true	false	eos	118	True	False	False	False	True	0.04208405661890291	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000383	417f0f6a99b3e9a69314a2bf4ee95f4b93c62b547f534eb1422656a206de9ed3	true	false	eos	98	True	False	False	False	True	0.010519180778010413	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000384	c013f5eeca6dcba677078a0d4a2b09c91488a2eb37f7ddbedfb3e7b4d5562188	true	false	eos	99	True	False	False	False	True	0.038033724749832805	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000385	5e5057d6328b7a066d48fe2b5a5348f73a53c5d31963c6416ba4793a7289a27d	true	false	eos	162	True	False	False	False	True	0.02167623547085208	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000386	ce2ecc7818a42d44601cac7cca0384cde8cd4ed7c059872be7766195a5049c81	true	false	eos	158	True	False	False	False	True	0.02271087902092942	0.06381829728796119	False	True	False	[]	True	False	[]	True	
