sequence_id	length	domain_status	domain_score	domain_evalue	model_coverage	domain_pass	constraint_score	conserved_sites_total	conserved_sites_covered	conserved_sites_matched	conservation_coverage	conservation_score	closest_reference_id	closest_reference_pident	closest_reference_effective_identity	closest_reference_query_coverage	closest_reference_target_coverage	closest_reference_evalue	novelty_score	uniqueness_score	nearest_candidate_id	nearest_candidate_identity	nearest_candidate_distance	sequence_evalue	sequence_score	hmm_from	hmm_to	alignment_from	alignment_to	pareto_rank	crowding_distance
gen_50	306	not_detected	0	1000	0	False	0	23	18	3	0.7826086957	0.1304347826	ref_000676	0.2619	0.07189411765	0.2745098039	0.9230769231	417	0.9281058824	0.9539348471	gen_75	0.81699	0.18301							6	inf
gen_75	306	not_detected	0	1000	0	False	0	23	18	3	0.7826086957	0.1304347826	ref_000913	0.30435	0.06862794118	0.2254901961	0.5609756098	313	0.9313720588	0.9522230094	gen_31	0.86928	0.13072							6	inf
gen_85	104	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000713	0.3	0.1442307692	0.4807692308	0.7142857143	7.3	0.8557692308	0.6887805013	gen_152	0.6250020192	0.3749979808							6	0.7010099191
gen_65	84	not_detected	0	1000	0	False	0	23	22	4	0.9565217391	0.1739130435	ref_000627	0.39394	0.1547621429	0.3928571429	0.4459459459	59	0.8452378571	0.9507497309	gen_9	0.89286	0.10714							6	0.6758836604
gen_125	114	not_detected	0	1000	0	False	0	23	16	5	0.6956521739	0.2173913043	ref_000675	0.29688	0.1666694737	0.5614035088	0.7619047619	35	0.8333305263	0.8109388241	gen_127	0.83333	0.16667							6	0.6595897273
gen_147	97	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000169	0.47368	0.09278268041	0.1958762887	0.2209302326	123	0.9072173196	0.6860204737	gen_140	0.8762845361	0.1237154639							6	0.4864884044
gen_46	96	not_detected	0	1000	0	False	0	23	15	4	0.652173913	0.1739130435	ref_000986	0.28205	0.1401267516	0.8125	0.4968152866	43	0.8598732484	0.8497739069	gen_117	0.3883495146	0.6116504854							6	0.4239601571
gen_99	114	not_detected	0	1000	0	False	0	23	16	5	0.6956521739	0.2173913043	ref_001122	0.44	0.1679389313	0.4385964912	0.3816793893	74	0.8320610687	0.8226700833	gen_37	0.8947403509	0.1052596491							6	0.4042153021
gen_166	98	not_detected	0	1000	0	False	0	23	18	7	0.7826086957	0.3043478261	ref_000368	0.34043	0.163267449	0.4795918367	0.5402298851	10	0.836732551	0.673870443	gen_103	0.6734710204	0.3265289796							6	0.35820192
gen_16	95	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000373	0.31111	0.1372544118	0.4736842105	0.4411764706	15	0.8627455882	0.6541680195	gen_156	0.8210498947	0.1789501053							6	0.3076655919
gen_27	104	not_detected	0	1000	0	False	0	23	15	4	0.652173913	0.1739130435	ref_001141	0.21622	0.1290345161	0.7115384615	0.5967741935	891	0.8709654839	0.8268596873	gen_98	0.70192	0.29808							6	0.1656282194
gen_158	115	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000111	0.35135	0.1130430435	0.3217391304	0.4302325581	31	0.8869569565	0.652751055	gen_111	0.756522	0.243478							6	0.1350513046
gen_111	110	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000305	0.35	0.1272727273	0.3636363636	0.4166666667	94	0.8727272727	0.6541648575	gen_158	0.756522	0.243478							6	0.1329354797
gen_144	99	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000737	0.24138	0.1414145455	0.5858585859	0.7837837838	188	0.8585854545	0.6661799455	gen_88	0.6868707071	0.3131292929							6	0.07653276724
gen_153	107	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000968	0.30189	0.1111122917	0.4953271028	0.3680555556	415	0.8888877083	0.6408729505	gen_70	0.78505	0.21495							6	0.05266790158
gen_165	91	not_detected	0	1000	0	False	0	23	17	7	0.7391304348	0.3043478261	ref_000060	0.3	0.2903225806	0.989010989	0.9677419355	263	0.7096774194	0.6723697926	gen_176	0.7173866304	0.2826133696							7	inf
gen_4	95	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000523	0.47368	0.094736	0.2	0.2209302326	175	0.905264	0.6584542685	gen_140	0.83505	0.16495							7	inf
gen_5	101	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000939	0.27419	0.1164368493	0.6138613861	0.4246575342	314	0.8835631507	0.640667574	gen_36	0.8118831683	0.1881168317							7	inf
gen_96	304	not_detected	0	1000	0	False	0	23	18	3	0.7826086957	0.1304347826	ref_001209	0.30263	0.0756575	0.25	0.5714285714	406	0.9243425	0.9520756627	gen_168	0.7901664262	0.2098335738							7	inf
gen_127	114	not_detected	0	1000	0	False	0	23	16	5	0.6956521739	0.2173913043	ref_000303	0.26582	0.1842085965	0.6929824561	0.8144329897	404	0.8157914035	0.8204011687	gen_99	0.88596	0.11404							7	1.954779686
gen_9	84	not_detected	0	1000	0	False	0	23	22	4	0.9565217391	0.1739130435	ref_000735	0.22581	0.1590934091	0.7380952381	0.7045454545	638	0.8409065909	0.9495644252	gen_65	0.89286	0.10714							7	0.9752508018
gen_159	114	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_001043	0.34694	0.1491233333	0.4298245614	0.7313432836	0.73	0.8508766667	0.6850452577	gen_152	0.6929840351	0.3070159649							7	0.7878527504
gen_60	106	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000147	0.32075	0.160375	0.5	0.6385542169	198	0.839625	0.6637164855	gen_86	0.7169856604	0.2830143396							7	0.1616828937
gen_143	112	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_001011	0.31579	0.1333335556	0.5089285714	0.4222222222	55	0.8666664444	0.6775980884	gen_153	0.6785710714	0.3214289286							7	0.1290215436
gen_152	103	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000747	0.36667	0.1067970874	0.2912621359	0.4054054054	4.3	0.8932029126	0.6746116904	gen_164	0.7475740777	0.2524259223							7	0.1178808698
gen_134	107	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000922	0.38462	0.1369879452	0.4859813084	0.3561643836	194	0.8630120548	0.6849771943	gen_164	0.7383207477	0.2616792523							7	0.09746991069
gen_126	92	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000138	0.41379	0.1304338043	0.3152173913	0.3152173913	506	0.8695661957	0.6359766863	gen_141	0.82979	0.17021							8	inf
gen_169	119	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000968	0.26744	0.1597211111	0.7226890756	0.5972222222	33	0.8402788889	0.6832112836	gen_34	0.6806763025	0.3193236975							8	inf
gen_25	84	not_detected	0	1000	0	False	0	23	22	4	0.9565217391	0.1739130435	ref_000380	0.41667	0.1630447826	0.4285714286	0.3913043478	228	0.8369552174	0.9492811321	gen_9	0.8690495238	0.1309504762							8	inf
gen_3	105	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_001138	0.29268	0.09835967213	0.3904761905	0.3360655738	574	0.9016403279	0.6475221049	gen_86	0.7714285714	0.2285714286							8	inf
gen_8	114	not_detected	0	1000	0	False	0	23	16	5	0.6956521739	0.2173913043	ref_000303	0.3	0.2368421053	0.7894736842	0.9278350515	5.1	0.7631578947	0.8142819355	gen_61	0.7806986842	0.2193013158							8	inf
gen_98	104	not_detected	0	1000	0	False	0	23	15	3	0.652173913	0.1304347826	ref_001171	0.29412	0.1459865693	0.6538461538	0.496350365	319	0.8540134307	0.8272608605	gen_157	0.7403882692	0.2596117308							8	inf
gen_23	99	not_detected	0	1000	0	False	0	23	16	5	0.6956521739	0.2173913043	ref_000566	0.31818	0.21212	0.6666666667	0.8461538462	650	0.78788	0.7863872535	gen_69	0.6893196117	0.3106803883							8	1.119866667
gen_21	109	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000649	0.29688	0.1743148624	0.5871559633	0.7356321839	161	0.8256851376	0.6579466047	gen_111	0.6636342727	0.3363657273							8	0.5723121749
gen_164	97	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000262	0.2973	0.1134030928	0.381443299	0.402173913	45	0.8865969072	0.6697909652	gen_152	0.7475740777	0.2524259223							8	0.2222357271
gen_100	110	not_detected	0	1000	0	False	0	23	17	6	0.7391304348	0.2608695652	ref_000522	0.28571	0.1090892727	0.3818181818	0.6	993	0.8909107273	0.6618739864	gen_34	0.7130386957	0.2869613043							8	0.14643517
gen_112	106	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000240	0.38298	0.1698118868	0.4433962264	0.5595238095	4.8	0.8301881132	0.656610571	gen_153	0.7196234579	0.2803765421							8	0.1146554871
gen_10	111	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_001143	0.33333	0.11382	0.3783783784	0.3414634146	1.1	0.88618	0.6690070173	gen_170	0.6756718018	0.3243281982							9	inf
gen_132	107	not_detected	0	1000	0	False	0	23	15	3	0.652173913	0.1304347826	ref_000938	0.31944	0.171639403	0.6728971963	0.5373134328	16	0.828360597	0.8307799903	gen_157	0.738322243	0.261677757							9	inf
gen_141	94	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000834	0.34483	0.1000007	0.3085106383	0.29	260	0.8999993	0.6235807068	gen_126	0.82979	0.17021							9	inf
gen_160	90	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000689	0.27451	0.1555556667	0.5666666667	0.5930232558	340	0.8444443333	0.6186053868	gen_156	0.7957005376	0.2042994624							9	inf
gen_162	92	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000347	0.34043	0.1739153261	0.5108695652	0.5108695652	0.2	0.8260846739	0.6472311377	gen_151	0.92391	0.07609							9	inf
gen_193	104	not_detected	0	1000	0	False	0	23	14	4	0.6086956522	0.1739130435	ref_000101	0.28169	0.1923075962	0.6826923077	0.71	102	0.8076924038	0.912677888	gen_125	0.5087718421	0.4912281579							9	inf
gen_43	98	not_detected	0	1000	0	False	0	23	12	5	0.5217391304	0.2173913043	ref_000482	0.26316	0.2551040816	0.9693877551	1.055555556	6.6	0.7448959184	0.7407020622	gen_192	0.5816363265	0.4183636735							9	inf
gen_157	104	not_detected	0	1000	0	False	0	23	15	3	0.652173913	0.1304347826	ref_001216	0.25926	0.1532851095	0.7788461538	0.5912408759	409	0.8467148905	0.8266881925	gen_117	0.788465	0.211535							9	0.7513902815
gen_177	125	not_detected	0	1000	0	False	0	23	17	4	0.7391304348	0.1739130435	ref_000882	0.26596	0.1798578417	0.752	0.6762589928	15	0.8201421583	0.7624647756	gen_169	0.5919992	0.4080008							9	0.5984415508
gen_136	95	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000573	0.34043	0.1684232632	0.4947368421	0.6351351351	325	0.8315767368	0.6287861013	gen_131	0.757896	0.242104							9	0.434120687
gen_34	115	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_001222	0.28767	0.182607913	0.6347826087	0.9605263158	12	0.817392087	0.6783500524	gen_100	0.7130386957	0.2869613043							9	0.3240680348
gen_117	103	not_detected	0	1000	0	False	0	23	15	3	0.652173913	0.1304347826	ref_001015	0.27586	0.1777764444	0.8446601942	0.6444444444	809	0.8222235556	0.8253806534	gen_157	0.788465	0.211535							10	inf
gen_145	91	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000102	0.4	0.1758241758	0.4395604396	0.4761904762	55	0.8241758242	0.6349674168	gen_156	0.7849483871	0.2150516129							10	inf
gen_17	115	not_detected	0	1000	0	False	0	23	15	6	0.652173913	0.2608695652	ref_000138	0.46667	0.12174	0.2608695652	0.3260869565	175	0.87826	0.6558212682	gen_57	0.75652	0.24348							10	inf
gen_183	97	not_detected	0	1000	0	False	0	23	15	6	0.652173913	0.2608695652	ref_000308	0.35849	0.1958759794	0.5463917526	0.5578947368	18	0.8041240206	0.6721696622	gen_163	0.6907175258	0.3092824742							10	inf
gen_36	100	not_detected	0	1000	0	False	0	23	16	5	0.6956521739	0.2173913043	ref_001143	0.38889	0.1138214634	0.36	0.2926829268	28	0.8861785366	0.6178774757	gen_15	0.85294	0.14706							10	inf
gen_49	112	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_001186	0.35616	0.216664	0.6517857143	0.6083333333	101	0.783336	0.6775576833	gen_86	0.6875033929	0.3124966071							10	inf
gen_88	98	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000147	0.32075	0.1734668367	0.5408163265	0.6385542169	277	0.8265331633	0.6060617767	gen_156	0.8571468367	0.1428531633							10	inf
gen_151	92	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000347	0.31915	0.1630440217	0.5108695652	0.5108695652	4	0.8369559783	0.6578188495	gen_162	0.92391	0.07609							10	0.5775128904
gen_19	98	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000240	0.30769	0.204080102	0.6632653061	0.7738095238	251	0.795919898	0.6444968811	gen_156	0.7857183673	0.2142816327							10	0.5200229918
gen_170	103	not_detected	0	1000	0	False	0	23	17	6	0.7391304348	0.2608695652	ref_000172	0.46154	0.1165052427	0.2524271845	0.2680412371	49	0.8834947573	0.6409320317	gen_176	0.7475694175	0.2524305825							10	0.1204469754
gen_12	97	not_detected	0	1000	0	False	0	23	16	2	0.6956521739	0.08695652174	ref_000018	0.31746	0.2061853608	0.6494845361	0.6494845361	62	0.7938146392	0.740506733	gen_110	0.5463904124	0.4536095876							11	inf
gen_156	93	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000689	0.28333	0.1827935484	0.6451612903	0.6976744186	486	0.8172064516	0.6057473215	gen_137	0.88172	0.11828							11	inf
gen_175	101	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000573	0.33333	0.2376213861	0.7128712871	0.972972973	4	0.7623786139	0.6569707412	gen_77	0.7821753465	0.2178246535							11	inf
gen_180	93	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000791	0.34694	0.1827963441	0.5268817204	0.5975609756	386	0.8172036559	0.6132737977	gen_156	0.84946	0.15054							11	inf
gen_181	106	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000347	0.31818	0.132074717	0.4150943396	0.4782608696	22	0.867925283	0.6481639232	gen_86	0.7735856604	0.2264143396							11	inf
gen_81	93	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000178	0.33333	0.1182783871	0.3548387097	0.3666666667	895	0.8817216129	0.638064663	gen_156	0.8494605376	0.1505394624							11	inf
gen_103	98	not_detected	0	1000	0	False	0	23	16	4	0.6956521739	0.1739130435	ref_000347	0.28571	0.2040785714	0.7142857143	0.7608695652	15	0.7959214286	0.6663687185	gen_166	0.6734710204	0.3265289796							11	1.288297508
gen_74	103	not_detected	0	1000	0	False	0	23	16	5	0.6956521739	0.2173913043	ref_001050	0.28	0.1296296296	0.4854368932	0.462962963	825	0.8703703704	0.6516171011	gen_36	0.7961184466	0.2038815534							11	0.5490104986
gen_87	104	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000790	0.33846	0.2115375	0.625	0.7558139535	294	0.7884625	0.6376201985	gen_73	0.7980732692	0.2019267308							11	0.5221557278
gen_107	98	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000009	0.33333	0.1379296552	0.4897959184	0.4137931034	909	0.8620703448	0.6551522171	gen_36	0.79	0.21							11	0.4541784667
gen_106	101	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000345	0.26316	0.1980213861	0.7524752475	0.8444444444	19	0.8019786139	0.6301479945	gen_86	0.8529427451	0.1470572549							11	0.3589939237
gen_24	105	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000812	0.35897	0.1333317143	0.3714285714	0.4382022472	67	0.8666682857	0.6506501533	gen_36	0.78095	0.21905							11	0.2746845165
gen_1	104	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000940	0.26744	0.1631194326	0.8269230769	0.609929078	265	0.8368805674	0.6531712506	gen_36	0.7596125962	0.2403874038							12	inf
gen_133	106	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000436	0.26761	0.1792482075	0.6698113208	0.8255813953	783	0.8207517925	0.6539526924	gen_126	0.6886830189	0.3113169811							12	inf
gen_176	92	not_detected	0	1000	0	False	0	23	15	5	0.652173913	0.2173913043	ref_000612	0.2973	0.1195663043	0.402173913	0.4065934066	265	0.8804336957	0.6257758814	gen_156	0.82796	0.17204							12	inf
gen_190	97	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000620	0.39474	0.1304358261	0.3917525773	0.3304347826	348	0.8695641739	0.6369684778	gen_163	0.8453641237	0.1546358763							12	inf
gen_38	106	not_detected	0	1000	0	False	0	23	16	5	0.6956521739	0.2173913043	ref_000573	0.28	0.1320754717	0.4716981132	0.6756756757	40	0.8679245283	0.650605263	gen_170	0.7075457547	0.2924542453							12	inf
gen_86	102	not_detected	0	1000	0	False	0	23	16	7	0.6956521739	0.3043478261	ref_000734	0.26882	0.2451005882	0.9117647059	1	625	0.7548994118	0.6039077348	gen_106	0.8529427451	0.1470572549							12	inf
gen_70	107	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000662	0.30612	0.1401857944	0.4579439252	0.6805555556	554	0.8598142056	0.6454479601	gen_153	0.78505	0.21495							12	0.3234782908
gen_84	92	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000265	0.34211	0.1413063043	0.4130434783	0.4130434783	17	0.8586936957	0.6494770111	gen_151	0.8913054348	0.1086945652							12	0.2857416448
gen_163	96	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000111	0.34286	0.1250010417	0.3645833333	0.4069767442	87	0.8749989583	0.6347422619	gen_190	0.8453641237	0.1546358763							12	0.2547051077
gen_178	104	not_detected	0	1000	0	False	0	23	17	6	0.7391304348	0.2608695652	ref_000787	0.27692	0.173075	0.625	0.9285714286	67	0.826925	0.6533975839	gen_36	0.7403846154	0.2596153846							12	0.1440958329
gen_15	102	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_001213	0.32075	0.1287859848	0.5196078431	0.4015151515	361	0.8712140152	0.6359941159	gen_36	0.85294	0.14706							12	0.05553180554
gen_52	103	not_detected	0	1000	0	False	0	23	15	6	0.652173913	0.2608695652	ref_000812	0.33333	0.1262123301	0.3786407767	0.4382022472	159	0.8737876699	0.6358731117	gen_73	0.7767	0.2233							12	0.05516526252
gen_80	91	not_detected	0	1000	0	False	0	23	15	6	0.652173913	0.2608695652	ref_000823	0.29545	0.1428549451	0.4835164835	0.6197183099	7.4	0.8571450549	0.649214342	gen_196	0.75824	0.24176							13	inf
gen_174	96	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_001063	0.27778	0.1449286957	0.75	0.5217391304	268	0.8550713043	0.6457857944	gen_156	0.81250375	0.18749625							14	inf
gen_90	97	not_detected	0	1000	0	False	0	23	16	5	0.6956521739	0.2173913043	ref_000008	0.29825	0.1752603093	0.587628866	0.7702702703	82	0.8247396907	0.6475910179	gen_36	0.820001	0.179999							14	inf
gen_108	103	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000347	0.35714	0.1456299029	0.4077669903	0.4565217391	0.88	0.8543700971	0.6351320911	gen_111	0.7363634545	0.2636365455							15	inf
gen_7	93	not_detected	0	1000	0	False	0	23	15	6	0.652173913	0.2608695652	ref_001145	0.37838	0.1505382796	0.3978494624	0.4352941176	15	0.8494617204	0.6421134209	gen_156	0.7957	0.2043							15	inf
gen_171	92	not_detected	0	1000	0	False	0	23	16	5	0.6956521739	0.2173913043	ref_000723	0.33962	0.1956506522	0.5760869565	0.5824175824	114	0.8043493478	0.6417766514	gen_122	0.83696	0.16304							16	inf
gen_77	100	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000321	0.32075	0.1699975	0.53	0.5760869565	359	0.8300025	0.6413631896	gen_36	0.84	0.16							16	inf
gen_110	93	not_detected	0	1000	0	False	0	23	15	6	0.652173913	0.2608695652	ref_000347	0.32075	0.1827930108	0.5698924731	0.5760869565	7.6	0.8172069892	0.6274096068	gen_198	0.82796	0.17204							17	inf
gen_192	90	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000484	0.37037	0.222222	0.6	0.7826086957	173	0.777778	0.6347172542	gen_156	0.8172034409	0.1827965591							17	inf
gen_122	92	not_detected	0	1000	0	False	0	23	16	6	0.6956521739	0.2608695652	ref_000238	0.28571	0.2365555914	0.8369565217	0.8279569892	225	0.7634444086	0.6189028924	gen_171	0.83696	0.16304							18	inf
