reference_id	source_path	source_id	source_header	sequence_sha256	length	accepted	unique_representative	status
nat_a7791ad55c70e7fd3462	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_a7791ad55c70e7fd3462	nat_a7791ad55c70e7fd3462	a7791ad55c70e7fd346219c5a78230165d2e97e2e807cb98c29fac4b45d5a0de	95	True	True	prevalidated_reference_input
nat_b28a6bed955c267791e6	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_b28a6bed955c267791e6	nat_b28a6bed955c267791e6	b28a6bed955c267791e6d3709c242af34793b4f5066cb44d244505ac9d8b631f	109	True	True	prevalidated_reference_input
nat_2257aec2c4abeff42ec4	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_2257aec2c4abeff42ec4	nat_2257aec2c4abeff42ec4	2257aec2c4abeff42ec43bfebdc376d024c4499995e46a6ba2ec53fff8ad6556	97	True	True	prevalidated_reference_input
nat_0a5813d34fb4f832fd7d	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_0a5813d34fb4f832fd7d	nat_0a5813d34fb4f832fd7d	0a5813d34fb4f832fd7d9748d68c12fae82607f9da230322e66fab8afe74727b	95	True	True	prevalidated_reference_input
nat_a49cfe7d33cec22c3905	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_a49cfe7d33cec22c3905	nat_a49cfe7d33cec22c3905	a49cfe7d33cec22c39058e6f0aa13a93c8f0dfff7754574197d17888f1fc55ff	95	True	True	prevalidated_reference_input
nat_b14fdba1c12c78ac4485	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_b14fdba1c12c78ac4485	nat_b14fdba1c12c78ac4485	b14fdba1c12c78ac448516578d86300dcd54343b45823a68083ccd180c8caf83	84	True	True	prevalidated_reference_input
nat_27cf1e5aac6ec3dd931d	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_27cf1e5aac6ec3dd931d	nat_27cf1e5aac6ec3dd931d	27cf1e5aac6ec3dd931dff21f72095eed48d09c3f568003ed3775261bc0e6122	76	True	True	prevalidated_reference_input
nat_d4ba65189ba86a477cc5	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_d4ba65189ba86a477cc5	nat_d4ba65189ba86a477cc5	d4ba65189ba86a477cc5ef0f66429d8e911333cad147cb074025253abb37da7f	92	True	True	prevalidated_reference_input
nat_a9c10692b45d32f772b4	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_a9c10692b45d32f772b4	nat_a9c10692b45d32f772b4	a9c10692b45d32f772b49ae4400b85a55c24b3655085701096adf67a6d89a507	95	True	True	prevalidated_reference_input
nat_c477483bf308ed286daf	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_c477483bf308ed286daf	nat_c477483bf308ed286daf	c477483bf308ed286dafd66898b1afa93f47b811493f49b76b651d0d3dcb7403	87	True	True	prevalidated_reference_input
nat_e31d0685f6a3fa9a63fd	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_e31d0685f6a3fa9a63fd	nat_e31d0685f6a3fa9a63fd	e31d0685f6a3fa9a63fd6193f3d90958501acaa75a873ac24a4c438b68d2330c	90	True	True	prevalidated_reference_input
nat_4d722634e257d2a7d133	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_4d722634e257d2a7d133	nat_4d722634e257d2a7d133	4d722634e257d2a7d1338858bded9b52176fe2d51e0d0507a808dd93b62c2a49	95	True	True	prevalidated_reference_input
nat_3ca11356bba8d59e0a37	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_3ca11356bba8d59e0a37	nat_3ca11356bba8d59e0a37	3ca11356bba8d59e0a3715bee43b09845f1c7879f899f72959aa2bcf59603f68	93	True	True	prevalidated_reference_input
nat_7d1d4ec0845163a487d6	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_7d1d4ec0845163a487d6	nat_7d1d4ec0845163a487d6	7d1d4ec0845163a487d66c420796f6482ca852eab0c9282b03fc0c125ba15dd8	88	True	True	prevalidated_reference_input
nat_82e4660fb87f57daff30	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_82e4660fb87f57daff30	nat_82e4660fb87f57daff30	82e4660fb87f57daff301dfe4130bc4899fa88daf9461bb210d8b33d8160ea71	95	True	True	prevalidated_reference_input
nat_4dc9c1477d3d6b181da7	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_4dc9c1477d3d6b181da7	nat_4dc9c1477d3d6b181da7	4dc9c1477d3d6b181da7459081875eca89af9f16bfff711a31c8124578309943	95	True	True	prevalidated_reference_input
nat_1aef09f774a1818b7e24	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_1aef09f774a1818b7e24	nat_1aef09f774a1818b7e24	1aef09f774a1818b7e241a497f1019c8c5004db4b09485bc075fd1124e5b6cfb	96	True	True	prevalidated_reference_input
nat_dbd11e06d90ad48401af	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_dbd11e06d90ad48401af	nat_dbd11e06d90ad48401af	dbd11e06d90ad48401af88eed365b119c47a8a6791e5241aa2c7c16325b4a749	94	True	True	prevalidated_reference_input
nat_1ed909a554bd91f8870f	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_1ed909a554bd91f8870f	nat_1ed909a554bd91f8870f	1ed909a554bd91f8870f86101c7b69e680247a3cd2b0fa7e2abc3f136c712172	73	True	True	prevalidated_reference_input
nat_ac44a557fbffad89a437	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_ac44a557fbffad89a437	nat_ac44a557fbffad89a437	ac44a557fbffad89a437e1026e0c27f6123339c61d030f455ebf334321705841	72	True	True	prevalidated_reference_input
nat_4d627ec7ce40cceb1d25	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_4d627ec7ce40cceb1d25	nat_4d627ec7ce40cceb1d25	4d627ec7ce40cceb1d25b3a543fe91316e6bb43c760ea864dc599f514738fc0f	78	True	True	prevalidated_reference_input
nat_4a610b8daff21e476288	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_4a610b8daff21e476288	nat_4a610b8daff21e476288	4a610b8daff21e47628899f45527e056a293252b40315ad74c35fae02520e728	85	True	True	prevalidated_reference_input
nat_bf5abb4d953e0d6aaa1f	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_bf5abb4d953e0d6aaa1f	nat_bf5abb4d953e0d6aaa1f	bf5abb4d953e0d6aaa1f2b504bb07449e4a36340f9e5f7a959e4eda39973132d	95	True	True	prevalidated_reference_input
nat_32fcf9c5b6202c499dc1	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_32fcf9c5b6202c499dc1	nat_32fcf9c5b6202c499dc1	32fcf9c5b6202c499dc1a79030b4ef28d478a9d90e34a12676f797ac6b5f169d	88	True	True	prevalidated_reference_input
nat_34e09ae9d7236edc844b	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_34e09ae9d7236edc844b	nat_34e09ae9d7236edc844b	34e09ae9d7236edc844bd9d7cb469e7a24024a380d0d79604cbdba31a25abe91	85	True	True	prevalidated_reference_input
nat_05d62502987d9405b8af	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_05d62502987d9405b8af	nat_05d62502987d9405b8af	05d62502987d9405b8afcb2a362db70fdbd68e573d229f7913ad099b24cf88c6	95	True	True	prevalidated_reference_input
nat_48f4fc548c0153a5775e	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_48f4fc548c0153a5775e	nat_48f4fc548c0153a5775e	48f4fc548c0153a5775e2d82043989ed247fc9808988e192c6cac4754329cc1b	96	True	True	prevalidated_reference_input
nat_42d774e2b731f8e5de6a	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_42d774e2b731f8e5de6a	nat_42d774e2b731f8e5de6a	42d774e2b731f8e5de6ac1393aff775d6bee92ee1cc3dbf92e88a48dff3f6728	93	True	True	prevalidated_reference_input
nat_0077c6cbf903d0b80137	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_0077c6cbf903d0b80137	nat_0077c6cbf903d0b80137	0077c6cbf903d0b8013785e9c2d3858815e8c0423542a065d5cdb65ad21cfb84	96	True	True	prevalidated_reference_input
nat_373d638b02f47e751a57	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_373d638b02f47e751a57	nat_373d638b02f47e751a57	373d638b02f47e751a57c41721893eb012f9c8426d44eccf9a30d2d9afd3030c	95	True	True	prevalidated_reference_input
nat_873dfd59523575571c0b	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_873dfd59523575571c0b	nat_873dfd59523575571c0b	873dfd59523575571c0b5a852b23c36dbfdd894fd7b15dc4d7d0328398c94192	85	True	True	prevalidated_reference_input
nat_3beea3bf721df3e90ae2	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_3beea3bf721df3e90ae2	nat_3beea3bf721df3e90ae2	3beea3bf721df3e90ae2c6d908b7aae76b4eaf09f5b646a01af8ad8019adf5be	94	True	True	prevalidated_reference_input
nat_cac8cf4903b24e69aca8	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_cac8cf4903b24e69aca8	nat_cac8cf4903b24e69aca8	cac8cf4903b24e69aca846877fc06700a4c359f2f91bccf0bc18d01efd85d458	76	True	True	prevalidated_reference_input
nat_2a93193629740c6b70af	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_2a93193629740c6b70af	nat_2a93193629740c6b70af	2a93193629740c6b70afaf073c3de7dac6d79ebf780c22b99addd3e1a8872350	76	True	True	prevalidated_reference_input
nat_dc6aa26cbe06c32b68c2	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_dc6aa26cbe06c32b68c2	nat_dc6aa26cbe06c32b68c2	dc6aa26cbe06c32b68c260b69a10a159aad675ed26e13576b1dcb701f11fe265	94	True	True	prevalidated_reference_input
nat_bda4e304d446361a159c	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_bda4e304d446361a159c	nat_bda4e304d446361a159c	bda4e304d446361a159c993095577115b3473052d3000dd181865e8db68e4361	95	True	True	prevalidated_reference_input
nat_7d45d6cf3df5d3d36985	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_7d45d6cf3df5d3d36985	nat_7d45d6cf3df5d3d36985	7d45d6cf3df5d3d36985ffaae9b4dca4613dcc012597c5869c1497bfb7f7e173	95	True	True	prevalidated_reference_input
nat_200ecff40f6b83ca60f9	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_200ecff40f6b83ca60f9	nat_200ecff40f6b83ca60f9	200ecff40f6b83ca60f947ac373e44b4fa429130e9e83ff16612f1f26cfc3724	93	True	True	prevalidated_reference_input
nat_1f7ab0dfc808b4ef03c3	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_1f7ab0dfc808b4ef03c3	nat_1f7ab0dfc808b4ef03c3	1f7ab0dfc808b4ef03c3a3a7d3b7aff271b6b8d527a1dff74c65ce73a26aa483	95	True	True	prevalidated_reference_input
nat_9fd0842a53e077dc147a	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_9fd0842a53e077dc147a	nat_9fd0842a53e077dc147a	9fd0842a53e077dc147a850cd8d6e3deb845fe96e9ea825b3c2e830bac3b6ea8	111	True	True	prevalidated_reference_input
nat_74aacbad701be1598660	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_74aacbad701be1598660	nat_74aacbad701be1598660	74aacbad701be1598660e6ea3918fb6233e65fb0bdeacc530544ac385f3fcb28	95	True	True	prevalidated_reference_input
nat_7ee1d64f80049d71603c	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_7ee1d64f80049d71603c	nat_7ee1d64f80049d71603c	7ee1d64f80049d71603c3af6a49d66d0c0f9785517dba1e88c751b17d25cee31	95	True	True	prevalidated_reference_input
nat_9ba949b2aab9e2be6898	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_9ba949b2aab9e2be6898	nat_9ba949b2aab9e2be6898	9ba949b2aab9e2be689813d4dd9d11381224286210801b51bf61c9dc7415dff2	95	True	True	prevalidated_reference_input
nat_d1b057f953bd558c0457	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_d1b057f953bd558c0457	nat_d1b057f953bd558c0457	d1b057f953bd558c0457518dff2b0d5f7603c86a6714b7248bb19e85412d7a81	95	True	True	prevalidated_reference_input
nat_3e013aaa6defa9421798	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_3e013aaa6defa9421798	nat_3e013aaa6defa9421798	3e013aaa6defa9421798fff8e354ef30a45acf5afc839e06d7c6c6c1bded1ff1	90	True	True	prevalidated_reference_input
nat_ccd25408209dd226eaf9	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_ccd25408209dd226eaf9	nat_ccd25408209dd226eaf9	ccd25408209dd226eaf95c9255ff0de12c04411c57c39f04faa95f79a7841930	94	True	True	prevalidated_reference_input
nat_67dd37821af98e87666e	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_67dd37821af98e87666e	nat_67dd37821af98e87666e	67dd37821af98e87666e5a31bf3f8cca05fbcdf425b9706e6853ca251f145d21	96	True	True	prevalidated_reference_input
nat_87d470267a8c16ab7df9	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_87d470267a8c16ab7df9	nat_87d470267a8c16ab7df9	87d470267a8c16ab7df940fb92fc4a563e7753d63814e65247f4b39ca6166837	92	True	True	prevalidated_reference_input
nat_1eda5f35014077cd8e25	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_1eda5f35014077cd8e25	nat_1eda5f35014077cd8e25	1eda5f35014077cd8e255895b81bcbbd3ddca329cac29a21a39478022f8aeb9d	94	True	True	prevalidated_reference_input
nat_b872ca2d5a2d145dce35	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_b872ca2d5a2d145dce35	nat_b872ca2d5a2d145dce35	b872ca2d5a2d145dce354d36d77e70eb10a08b2055989b6d954f684f6957713d	90	True	True	prevalidated_reference_input
nat_b3561a1e0242e2259486	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_b3561a1e0242e2259486	nat_b3561a1e0242e2259486	b3561a1e0242e2259486fe4e0fe24920cc0a6cfa37ee2d5ee0f4ab2b949738c6	76	True	True	prevalidated_reference_input
nat_ede685c8031e89299cf7	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_ede685c8031e89299cf7	nat_ede685c8031e89299cf7	ede685c8031e89299cf7a422150732c34db87965882e0ac21561377ae427499f	76	True	True	prevalidated_reference_input
nat_d80e058d93177215aa4b	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_d80e058d93177215aa4b	nat_d80e058d93177215aa4b	d80e058d93177215aa4b827adc631f2a7322ab03a6cae75ab72c3d5738e3ecab	95	True	True	prevalidated_reference_input
nat_dbcea97f4e8354ba3556	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_dbcea97f4e8354ba3556	nat_dbcea97f4e8354ba3556	dbcea97f4e8354ba3556f158a30c55283df4e86ebf04d7cb671a0b5bc988481e	94	True	True	prevalidated_reference_input
nat_81de2b78d291d512c1e2	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_81de2b78d291d512c1e2	nat_81de2b78d291d512c1e2	81de2b78d291d512c1e2b89ae8836cdb922d557f92f68910cd6dc03255675b39	92	True	True	prevalidated_reference_input
nat_9ca97034ea4d97950343	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_9ca97034ea4d97950343	nat_9ca97034ea4d97950343	9ca97034ea4d97950343fc033bf484179c8f92c0a6eacdd99f4c28a6aec2bc6e	94	True	True	prevalidated_reference_input
nat_6b2c0d4d7468a9bb7cde	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_6b2c0d4d7468a9bb7cde	nat_6b2c0d4d7468a9bb7cde	6b2c0d4d7468a9bb7cde732e238d1ac37ecf48b7594a4e6dd060ed6a29af1d8a	94	True	True	prevalidated_reference_input
nat_4b58b860e36e01bdb682	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_4b58b860e36e01bdb682	nat_4b58b860e36e01bdb682	4b58b860e36e01bdb682367fbf44812eba6dd58e4e934c378bd9d6aadce1cc6b	95	True	True	prevalidated_reference_input
nat_d92cb9dcfcf48b731b50	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_d92cb9dcfcf48b731b50	nat_d92cb9dcfcf48b731b50	d92cb9dcfcf48b731b50931bffc59d2a1f06a3ae808fdec2f664a3f0d1d9d321	95	True	True	prevalidated_reference_input
nat_86af2bea85657bdc848a	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_86af2bea85657bdc848a	nat_86af2bea85657bdc848a	86af2bea85657bdc848aca42419445b798020105b889944f0f4a23c1f143c95c	93	True	True	prevalidated_reference_input
nat_6681febe116459c77b18	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_6681febe116459c77b18	nat_6681febe116459c77b18	6681febe116459c77b18efad7fef5a7301d8814a9125f9ef8f9f141b621e879c	94	True	True	prevalidated_reference_input
nat_3e6bf91c590be6684eed	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_3e6bf91c590be6684eed	nat_3e6bf91c590be6684eed	3e6bf91c590be6684eed9926f0f0e4b54a4578f221c09d95018d5a14908398b5	94	True	True	prevalidated_reference_input
nat_019e8d05123166c4099d	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_019e8d05123166c4099d	nat_019e8d05123166c4099d	019e8d05123166c4099d1d78d61a60881e08c412015de540a5f80e9c1fb5164f	86	True	True	prevalidated_reference_input
nat_7bd6d00159b2d7ed0289	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_7bd6d00159b2d7ed0289	nat_7bd6d00159b2d7ed0289	7bd6d00159b2d7ed0289baf8dbbc0ebb56120ef74e8b85de6d4ae75633b37760	87	True	True	prevalidated_reference_input
nat_fb877ea45a36f28c6227	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_fb877ea45a36f28c6227	nat_fb877ea45a36f28c6227	fb877ea45a36f28c6227d2338b208ab1161a2a4e796a6f84a45bb7d0af97d97c	87	True	True	prevalidated_reference_input
nat_ebb2fb66a808274ef5cf	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_ebb2fb66a808274ef5cf	nat_ebb2fb66a808274ef5cf	ebb2fb66a808274ef5cfe04707c1d81b3ad3ca9df72f30b25a365a4671a968a7	90	True	True	prevalidated_reference_input
nat_a8908cb0d732ddf5c6d4	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_a8908cb0d732ddf5c6d4	nat_a8908cb0d732ddf5c6d4	a8908cb0d732ddf5c6d4015b65fb6269eb16472b451882b8c89d16840fbc3e35	96	True	True	prevalidated_reference_input
nat_acb38079c01f07d0de6f	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_acb38079c01f07d0de6f	nat_acb38079c01f07d0de6f	acb38079c01f07d0de6f29f2273ec2474d3cad1e2f80da6f6ad246155c67ee1d	95	True	True	prevalidated_reference_input
nat_07248f2d3ff700c7afcd	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_07248f2d3ff700c7afcd	nat_07248f2d3ff700c7afcd	07248f2d3ff700c7afcd578e9123a5c406facb5736db0e6b2924d0c06383e9d8	82	True	True	prevalidated_reference_input
nat_edcfcd19baadeee00eaf	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_edcfcd19baadeee00eaf	nat_edcfcd19baadeee00eaf	edcfcd19baadeee00eaf88cd06aa255a44d20962443de37c5e4e6f69e5726912	95	True	True	prevalidated_reference_input
nat_320fa412f1f1ad675d12	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_320fa412f1f1ad675d12	nat_320fa412f1f1ad675d12	320fa412f1f1ad675d121137f62af03e9b7a5537d65ced7d2559d731d92bbefb	87	True	True	prevalidated_reference_input
nat_f7dbe09f7bde0afd3543	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_f7dbe09f7bde0afd3543	nat_f7dbe09f7bde0afd3543	f7dbe09f7bde0afd35430a77ff43add3b256326bed36cfc07fed23d5822002be	76	True	True	prevalidated_reference_input
nat_c8490949e18e771ed8c8	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_c8490949e18e771ed8c8	nat_c8490949e18e771ed8c8	c8490949e18e771ed8c8c54d9d56b4da4a1f8d86dfa0370f486346aacacdb834	94	True	True	prevalidated_reference_input
nat_94cdaea6b1db7bfe983f	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_94cdaea6b1db7bfe983f	nat_94cdaea6b1db7bfe983f	94cdaea6b1db7bfe983fd9e26f2c34a76d5b03114834feeda1e1a352b8bbdd5a	95	True	True	prevalidated_reference_input
nat_78005b3dddedd0251b7e	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_78005b3dddedd0251b7e	nat_78005b3dddedd0251b7e	78005b3dddedd0251b7e469f41fbcd8bf829877f05128bcc7791ccfc6e66686e	95	True	True	prevalidated_reference_input
nat_448d52f7c380acd65350	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_448d52f7c380acd65350	nat_448d52f7c380acd65350	448d52f7c380acd653509b909b66c6ae1230252cfa74026dcde3b1a46691dd4a	76	True	True	prevalidated_reference_input
nat_f603a0bdb36b55f44821	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_f603a0bdb36b55f44821	nat_f603a0bdb36b55f44821	f603a0bdb36b55f4482180fa3867f971263919a815b902f3c22fbd72cd37faeb	76	True	True	prevalidated_reference_input
nat_3cc2cb889cfdbbcaa17b	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_3cc2cb889cfdbbcaa17b	nat_3cc2cb889cfdbbcaa17b	3cc2cb889cfdbbcaa17bf78c8d1d3f4b5ca85aeafe19b48a7f83e9cfd59ead9f	72	True	True	prevalidated_reference_input
nat_b5ccff48f879b7cc34ad	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_b5ccff48f879b7cc34ad	nat_b5ccff48f879b7cc34ad	b5ccff48f879b7cc34ad8f5c36b63b1a1bb528349643c9b217bca4d7298417d4	92	True	True	prevalidated_reference_input
nat_32d58e5d24419efe5e0e	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_32d58e5d24419efe5e0e	nat_32d58e5d24419efe5e0e	32d58e5d24419efe5e0e2d345df828191c6edfe2f9e053ecf19a879f70d4d31e	76	True	True	prevalidated_reference_input
nat_b14dbbd56a14a6238029	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_b14dbbd56a14a6238029	nat_b14dbbd56a14a6238029	b14dbbd56a14a62380290dac535357a72a6641c6900bc8a641d3956ff85a3938	93	True	True	prevalidated_reference_input
nat_842bc418f0682cd2a9c8	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_842bc418f0682cd2a9c8	nat_842bc418f0682cd2a9c8	842bc418f0682cd2a9c8df6c49ea422dbc803155124a6846d7a60d9d83a8a90e	95	True	True	prevalidated_reference_input
nat_d5d6f3cedb33fb3328b6	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_d5d6f3cedb33fb3328b6	nat_d5d6f3cedb33fb3328b6	d5d6f3cedb33fb3328b601b229fc76346413f748702fa12fdf520f8cdc8519e2	95	True	True	prevalidated_reference_input
nat_30c8db5b2a48ec02340b	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_30c8db5b2a48ec02340b	nat_30c8db5b2a48ec02340b	30c8db5b2a48ec02340b2ce6c673667f0e2f4cfc8b42d7c7d20367dd7f71507f	94	True	True	prevalidated_reference_input
nat_69442765a7e1224b0435	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_69442765a7e1224b0435	nat_69442765a7e1224b0435	69442765a7e1224b043564331c6a208751a6131dc80765ddc7035960ee05acfe	96	True	True	prevalidated_reference_input
nat_90e82772d308676c7556	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_90e82772d308676c7556	nat_90e82772d308676c7556	90e82772d308676c75568c0c440d84add6c49bafb1f3bedb28a64fca998175f4	74	True	True	prevalidated_reference_input
nat_8f5ca23cd23d0262e12b	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_8f5ca23cd23d0262e12b	nat_8f5ca23cd23d0262e12b	8f5ca23cd23d0262e12ba17fdf7f59af0af7fbfbf872d5e03a508e72d66e5cf7	76	True	True	prevalidated_reference_input
nat_a4ce46bc0db75edd2892	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_a4ce46bc0db75edd2892	nat_a4ce46bc0db75edd2892	a4ce46bc0db75edd289273c61df2447a16f7eaa54328c95a55ded723eb926a9b	76	True	True	prevalidated_reference_input
nat_1564401f2a553c444667	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_1564401f2a553c444667	nat_1564401f2a553c444667	1564401f2a553c4446671309877ae8049b5a83a474fb16f11935710b111eab15	96	True	True	prevalidated_reference_input
nat_5d40201e59780a4578e1	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_5d40201e59780a4578e1	nat_5d40201e59780a4578e1	5d40201e59780a4578e1d59e27b596d8b7ecbc64ed4cc25e82feb3008c524ad8	95	True	True	prevalidated_reference_input
nat_718f9add2c10ca08b4a5	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_718f9add2c10ca08b4a5	nat_718f9add2c10ca08b4a5	718f9add2c10ca08b4a575acf96abc0dcfd73ebbeae7c2909b168d955ffc5d3f	87	True	True	prevalidated_reference_input
nat_0101bc590c89813c161a	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_0101bc590c89813c161a	nat_0101bc590c89813c161a	0101bc590c89813c161ae168ca4f86007d01c01c36444a15865973f349d0339a	94	True	True	prevalidated_reference_input
nat_c0d8f1302fa41452efbc	data/processed/gv02_03_v2/member_b_handoff/gvpa_training_eligible.fasta	nat_c0d8f1302fa41452efbc	nat_c0d8f1302fa41452efbc	c0d8f1302fa41452efbc27f0da36de9737dad5583e87b081c35fdb231d1dfb9e	95	True	True	prevalidated_reference_input
