sequence_id	pool	accession	accession_base	model_name	env_start_1based	env_end_1based	bit_score	i_evalue	hmm_start_1based	hmm_end_1based	hmm_length	hmm_span_fraction	reference_sequences_with_accession
nat_7bd6d00159b2d7ed0289	reference	PF00741.24	PF00741	Gas_vesicle	10	48	57.17831039428711	1.0069713841093655e-16	1	39	39	1.0	346
nat_7d1d4ec0845163a487d6	reference	PF00741.24	PF00741	Gas_vesicle	10	48	59.411739349365234	2.0188651535004112e-17	1	39	39	1.0	346
nat_7d45d6cf3df5d3d36985	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.09444808959961	2.5366211687485514e-17	1	39	39	1.0	346
nat_7d62c45eb5711910c788	reference	PF00741.24	PF00741	Gas_vesicle	24	62	52.75264358520508	2.432009244926969e-15	2	39	39	0.9743589743589743	346
nat_7d8f193406ee761e1417	reference	PF00741.24	PF00741	Gas_vesicle	12	50	57.2350959777832	9.666573737037673e-17	1	39	39	1.0	346
nat_7ee1d64f80049d71603c	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.09444808959961	2.5366211687485514e-17	1	39	39	1.0	346
nat_8189ed3c9ac18707f549	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.93069839477539	1.3897642801072327e-17	1	39	39	1.0	346
nat_81c712b2f98895c40a2d	reference	PF00741.24	PF00741	Gas_vesicle	19	57	43.53014373779297	1.852869143070973e-12	1	39	39	1.0	346
nat_81de2b78d291d512c1e2	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.586639404296875	1.780139025693643e-17	1	39	39	1.0	346
nat_82b87d3bb03732004ea1	reference	PF00741.24	PF00741	Gas_vesicle	19	57	43.10017395019531	2.524661957960145e-12	1	39	39	1.0	346
nat_82d1db25aa951a1ad609	reference	PF00741.24	PF00741	Gas_vesicle	19	57	43.10017395019531	2.524661957960145e-12	1	39	39	1.0	346
nat_82e4660fb87f57daff30	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.89714813232422	1.4237215227964452e-17	1	39	39	1.0	346
nat_833a1708482ad34125e2	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.38278579711914	2.0613646346109713e-17	1	39	39	1.0	346
nat_842bc418f0682cd2a9c8	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.893184661865234	1.4277874812503073e-17	1	39	39	1.0	346
nat_8430c66867e7555de5e1	reference	PF00741.24	PF00741	Gas_vesicle	22	60	42.251468658447266	4.64953671830636e-12	1	39	39	1.0	346
nat_84b5083183d75de0f365	reference	PF00741.24	PF00741	Gas_vesicle	21	59	43.49715042114258	1.8973813072373074e-12	1	39	39	1.0	346
nat_84eddb9c9ecca10afd5a	reference	PF00741.24	PF00741	Gas_vesicle	10	48	54.10236740112305	9.208708525038283e-16	1	39	39	1.0	346
nat_86af2bea85657bdc848a	reference	PF00741.24	PF00741	Gas_vesicle	12	50	57.23661422729492	9.656019632788915e-17	1	39	39	1.0	346
nat_86ba936b09d3d4c2dbfa	reference	PF00741.24	PF00741	Gas_vesicle	11	49	59.160194396972656	2.4194183635668334e-17	1	39	39	1.0	346
nat_873dfd59523575571c0b	reference	PF00741.24	PF00741	Gas_vesicle	11	49	56.29158401489258	1.90591943796618e-16	1	39	39	1.0	346
nat_87d470267a8c16ab7df9	reference	PF00741.24	PF00741	Gas_vesicle	10	48	59.9995231628418	1.32261832951078e-17	1	39	39	1.0	346
nat_8a4162d5996844339fef	reference	PF00741.24	PF00741	Gas_vesicle	24	62	54.926639556884766	5.088938873533881e-16	1	39	39	1.0	346
nat_8bf5071aed606f94333c	reference	PF00741.24	PF00741	Gas_vesicle	22	60	42.219398498535156	4.758072764036577e-12	1	39	39	1.0	346
nat_8bfb3056e00dc3525ee8	reference	PF00741.24	PF00741	Gas_vesicle	19	57	43.701114654541016	1.6383970191309488e-12	1	39	39	1.0	346
nat_8d29ff35edf68fc809de	reference	PF00741.24	PF00741	Gas_vesicle	12	50	56.43637466430664	1.7173540659353898e-16	1	39	39	1.0	346
nat_8d5392221648a605a7c2	reference	PF00741.24	PF00741	Gas_vesicle	21	59	52.37699890136719	3.186750093950989e-15	1	39	39	1.0	346
nat_8d6274f78693091697cf	reference	PF00741.24	PF00741	Gas_vesicle	11	49	61.04640197753906	6.2273335001781614e-18	1	39	39	1.0	346
nat_8ea71d3ab15e5cf268b1	reference	PF00741.24	PF00741	Gas_vesicle	24	62	52.75264358520508	2.432009244926969e-15	2	39	39	0.9743589743589743	346
nat_8f3e753527c876cd94f0	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.09444808959961	2.5366211687485514e-17	1	39	39	1.0	346
nat_8f5ca23cd23d0262e12b	reference	PF00741.24	PF00741	Gas_vesicle	10	48	54.45231628417969	7.158886157825121e-16	1	39	39	1.0	346
nat_9065be60727dc7f9b388	reference	PF00741.24	PF00741	Gas_vesicle	18	56	43.64847946166992	1.701636455677222e-12	1	39	39	1.0	346
nat_90e82772d308676c7556	reference	PF00741.24	PF00741	Gas_vesicle	10	48	54.54850387573242	6.680183859611616e-16	1	39	39	1.0	346
nat_92d7d81f95603487cd9c	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.89714813232422	1.4237215227964452e-17	1	39	39	1.0	346
nat_93acd62cda39262797de	reference	PF00741.24	PF00741	Gas_vesicle	19	57	43.084659576416016	2.5530023979565007e-12	1	39	39	1.0	346
nat_93fc211ea4b34cbb8750	reference	PF00741.24	PF00741	Gas_vesicle	19	57	43.196468353271484	2.3556611459477875e-12	1	39	39	1.0	346
nat_942bc0624c6f9016a403	reference	PF00741.24	PF00741	Gas_vesicle	20	58	50.62386703491211	1.1250527439148949e-14	2	39	39	0.9743589743589743	346
nat_943ce15fb7773fa3a769	reference	PF00741.24	PF00741	Gas_vesicle	11	49	59.13195037841797	2.469089109661456e-17	1	39	39	1.0	346
nat_945d9af2ef988f085e3c	reference	PF00741.24	PF00741	Gas_vesicle	21	59	43.54686737060547	1.8307071958559144e-12	1	39	39	1.0	346
nat_94cdaea6b1db7bfe983f	reference	PF00741.24	PF00741	Gas_vesicle	12	50	57.168914794921875	1.0138018965219316e-16	1	39	39	1.0	346
nat_970873de163a6ff8ee05	reference	PF00741.24	PF00741	Gas_vesicle	10	48	59.411739349365234	2.0188651535004112e-17	1	39	39	1.0	346
nat_9ba949b2aab9e2be6898	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.09444808959961	2.5366211687485514e-17	1	39	39	1.0	346
nat_9c754b1740d1977b7a29	reference	PF00741.24	PF00741	Gas_vesicle	19	57	42.22357940673828	4.743780813760832e-12	1	39	39	1.0	346
nat_9c7fbca4e03cd6830bf2	reference	PF00741.24	PF00741	Gas_vesicle	19	57	43.683406829833984	1.6594056067683498e-12	1	39	39	1.0	346
nat_9ca97034ea4d97950343	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.93069839477539	1.3897642801072327e-17	1	39	39	1.0	346
nat_9f8db13e803cecc901b7	reference	PF00741.24	PF00741	Gas_vesicle	11	49	60.23368453979492	1.1175396940546217e-17	1	39	39	1.0	346
nat_9fd0842a53e077dc147a	reference	PF00741.24	PF00741	Gas_vesicle	18	56	50.169288635253906	1.5603468804332602e-14	1	39	39	1.0	346
nat_9fda348180c612303cdb	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.1606330871582	2.4186548035041615e-17	1	39	39	1.0	346
nat_a1131689eff9ccc2bc1c	reference	PF00741.24	PF00741	Gas_vesicle	11	49	59.50096130371094	1.8933326254437453e-17	1	39	39	1.0	346
nat_a36a3359d46f89a3e9c6	reference	PF00741.24	PF00741	Gas_vesicle	10	48	59.96483612060547	1.3560436435978749e-17	1	39	39	1.0	346
nat_a49cfe7d33cec22c3905	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.893184661865234	1.4277874812503073e-17	1	39	39	1.0	346
nat_a4ce46bc0db75edd2892	reference	PF00741.24	PF00741	Gas_vesicle	10	48	54.44804000854492	7.180947011035002e-16	1	39	39	1.0	346
nat_a7791ad55c70e7fd3462	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.893184661865234	1.4277874812503073e-17	1	39	39	1.0	346
nat_a781ed1499476fa04028	reference	PF00741.24	PF00741	Gas_vesicle	18	56	43.43569564819336	1.9831621430023055e-12	1	39	39	1.0	346
nat_a8224f75d4d10d7151b8	reference	PF00741.24	PF00741	Gas_vesicle	22	60	43.86882019042969	1.4521581858071883e-12	1	39	39	1.0	346
nat_a8908cb0d732ddf5c6d4	reference	PF00741.24	PF00741	Gas_vesicle	13	51	59.061397552490234	2.5976663089912088e-17	1	39	39	1.0	346
nat_a9c10692b45d32f772b4	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.89714813232422	1.4237215227964452e-17	1	39	39	1.0	346
nat_ab559af1ffee249b9549	reference	PF00741.24	PF00741	Gas_vesicle	19	57	43.163753509521484	2.411768782453336e-12	1	39	39	1.0	346
nat_ac44a557fbffad89a437	reference	PF00741.24	PF00741	Gas_vesicle	8	46	50.1824836730957	1.5456029027171522e-14	1	39	39	1.0	346
nat_acb38079c01f07d0de6f	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.89714813232422	1.4237215227964452e-17	1	39	39	1.0	346
nat_ae1ae553d673be7a537f	reference	PF00741.24	PF00741	Gas_vesicle	19	57	43.13170623779297	2.468027046889879e-12	1	39	39	1.0	346
nat_b07305ca6f722d02988a	reference	PF00741.24	PF00741	Gas_vesicle	11	49	56.144989013671875	2.117937140507493e-16	1	39	39	1.0	346
nat_b14dbbd56a14a6238029	reference	PF00741.24	PF00741	Gas_vesicle	11	49	59.16604232788086	2.4092595570562883e-17	1	39	39	1.0	346
nat_b14fdba1c12c78ac4485	reference	PF00741.24	PF00741	Gas_vesicle	10	48	55.901641845703125	2.5232196267559774e-16	1	39	39	1.0	346
nat_b28a6bed955c267791e6	reference	PF00741.24	PF00741	Gas_vesicle	16	54	50.22267532348633	1.5015461851824244e-14	1	39	39	1.0	346
nat_b3561a1e0242e2259486	reference	PF00741.24	PF00741	Gas_vesicle	10	48	57.20547866821289	9.874781398078677e-17	1	39	39	1.0	346
nat_b44c98ec309ed12410ab	reference	PF00741.24	PF00741	Gas_vesicle	18	56	47.414764404296875	1.1323082660488417e-13	1	39	39	1.0	346
nat_b47c8eec954491beb714	reference	PF00741.24	PF00741	Gas_vesicle	12	50	56.43637466430664	1.7173540659353898e-16	1	39	39	1.0	346
nat_b5ccff48f879b7cc34ad	reference	PF00741.24	PF00741	Gas_vesicle	12	50	57.27131271362305	9.417929471258625e-17	1	39	39	1.0	346
nat_b80283670de4d1ac6811	reference	PF00741.24	PF00741	Gas_vesicle	16	54	41.23872375488281	9.635534446737894e-12	1	39	39	1.0	346
nat_b872ca2d5a2d145dce35	reference	PF00741.24	PF00741	Gas_vesicle	10	48	58.420799255371094	4.118696533013182e-17	1	39	39	1.0	346
nat_b9d147aeaac9ffa9d0f3	reference	PF00741.24	PF00741	Gas_vesicle	10	48	55.30849838256836	3.86636304755091e-16	1	39	39	1.0	346
nat_b9de124a92fba0281b06	reference	PF00741.24	PF00741	Gas_vesicle	10	48	59.96483612060547	1.3560436435978749e-17	1	39	39	1.0	346
nat_baa6b104c739419a55bf	reference	PF00741.24	PF00741	Gas_vesicle	19	57	42.73379135131836	3.2861832117424434e-12	1	39	39	1.0	346
nat_bbadf719897c45da08f0	reference	PF00741.24	PF00741	Gas_vesicle	22	60	42.235374450683594	4.703691792257934e-12	1	39	39	1.0	346
nat_bc61cfaf37743c96bcc0	reference	PF00741.24	PF00741	Gas_vesicle	10	48	59.228336334228516	2.3036565866849377e-17	1	39	39	1.0	346
nat_bda4e304d446361a159c	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.89714813232422	1.4237215227964452e-17	1	39	39	1.0	346
nat_bdb27357528f1d5d6c47	reference	PF00741.24	PF00741	Gas_vesicle	22	60	42.251468658447266	4.64953671830636e-12	1	39	39	1.0	346
nat_be1dac504153ecab385d	reference	PF00741.24	PF00741	Gas_vesicle	19	57	43.180023193359375	2.3837003530286724e-12	1	39	39	1.0	346
nat_bf00fc1bb4a6bea076a5	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.89714813232422	1.4237215227964452e-17	1	39	39	1.0	346
nat_bf0dfc6c51956e5d54f7	reference	PF00741.24	PF00741	Gas_vesicle	8	46	49.89568328857422	1.8998456905925145e-14	1	39	39	1.0	346
nat_bf5abb4d953e0d6aaa1f	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.89714813232422	1.4237215227964452e-17	1	39	39	1.0	346
nat_c0749f9d4ae82bdc9955	reference	PF00741.24	PF00741	Gas_vesicle	21	59	43.49715042114258	1.8973813072373074e-12	1	39	39	1.0	346
nat_c0d8f1302fa41452efbc	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.89714813232422	1.4237215227964452e-17	1	39	39	1.0	346
nat_c468502803b4ab5981f1	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.098384857177734	2.5294461457214902e-17	1	39	39	1.0	346
nat_c477483bf308ed286daf	reference	PF00741.24	PF00741	Gas_vesicle	9	47	53.79572677612305	1.1482035336536274e-15	1	39	39	1.0	346
nat_c5a4c69d0879da5e6614	reference	PF00741.24	PF00741	Gas_vesicle	10	48	51.85069274902344	4.653824741581252e-15	1	39	39	1.0	346
nat_c730fb33477ca08f29e8	reference	PF00741.24	PF00741	Gas_vesicle	20	58	42.28417205810547	4.5414068137874835e-12	1	39	39	1.0	346
nat_c74d6e1106797b3a3d0f	reference	PF00741.24	PF00741	Gas_vesicle	20	58	51.297332763671875	6.929883265062207e-15	2	39	39	0.9743589743589743	346
nat_c7cb28cf54b6a88ff785	reference	PF00741.24	PF00741	Gas_vesicle	12	50	58.23278045654297	4.715335261410688e-17	1	39	39	1.0	346
nat_c7e8400b87d18c0ef7e0	reference	PF00741.24	PF00741	Gas_vesicle	18	56	43.41898727416992	2.0071476237313604e-12	1	39	39	1.0	346
nat_c8490949e18e771ed8c8	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.9267463684082	1.3937217849083002e-17	1	39	39	1.0	346
nat_c8ff85651c16b5c02641	reference	PF00741.24	PF00741	Gas_vesicle	11	49	58.77484130859375	3.192474780601422e-17	1	39	39	1.0	346
nat_c96b24fc03ee6b66c3d6	reference	PF00741.24	PF00741	Gas_vesicle	11	49	59.160194396972656	2.4194183635668334e-17	1	39	39	1.0	346
nat_cac8cf4903b24e69aca8	reference	PF00741.24	PF00741	Gas_vesicle	8	46	52.9271125793457	2.1450949980746424e-15	1	39	39	1.0	346
nat_cbdc755c61207d00c902	reference	PF00741.24	PF00741	Gas_vesicle	18	56	43.43569564819336	1.9831621430023055e-12	1	39	39	1.0	346
nat_ccd25408209dd226eaf9	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.9267463684082	1.3937217849083002e-17	1	39	39	1.0	346
nat_cd0ec9cc83e20bd818b3	reference	PF00741.24	PF00741	Gas_vesicle	10	48	55.34700012207031	3.760724081079409e-16	1	39	39	1.0	346
nat_ce5dc523b5749c0ad99a	reference	PF00741.24	PF00741	Gas_vesicle	10	48	57.17831039428711	1.0069713841093655e-16	1	39	39	1.0	346
nat_cefd53f493008d2ff90c	reference	PF00741.24	PF00741	Gas_vesicle	19	57	43.10017395019531	2.524661957960145e-12	1	39	39	1.0	346
nat_d07d112598796fe30d76	reference	PF00741.24	PF00741	Gas_vesicle	12	50	58.36577606201172	4.285027734158979e-17	1	39	39	1.0	346
nat_d1717d58239a48d6df6a	reference	PF00741.24	PF00741	Gas_vesicle	20	58	46.91809844970703	1.6186934907668304e-13	1	39	39	1.0	346
nat_d1b057f953bd558c0457	reference	PF00741.24	PF00741	Gas_vesicle	13	51	59.09444808959961	2.5366211687485514e-17	1	39	39	1.0	346
nat_d43d1d5ec03e055dcf06	reference	PF00741.24	PF00741	Gas_vesicle	11	49	59.50096130371094	1.8933326254437453e-17	1	39	39	1.0	346
nat_d4ba65189ba86a477cc5	reference	PF00741.24	PF00741	Gas_vesicle	10	48	59.9995231628418	1.32261832951078e-17	1	39	39	1.0	346
nat_d4bbfd09a62903f1dd61	reference	PF00741.24	PF00741	Gas_vesicle	11	49	59.93069839477539	1.3897642801072327e-17	1	39	39	1.0	346
nat_d53262c07427087628bb	reference	PF00741.24	PF00741	Gas_vesicle	19	57	43.163753509521484	2.411768782453336e-12	1	39	39	1.0	346
nat_d565583d15eb6f192c57	reference	PF00741.24	PF00741	Gas_vesicle	11	49	50.40281677246094	1.3190080764314604e-14	2	39	39	0.9743589743589743	346
nat_d57269e318a762146774	reference	PF00741.24	PF00741	Gas_vesicle	25	63	52.34972381591797	3.2499076706366423e-15	2	39	39	0.9743589743589743	346
nat_d5c2d4101839c4dee9b6	reference	PF00741.24	PF00741	Gas_vesicle	10	48	57.78468322753906	6.509319536448068e-17	1	39	39	1.0	346
nat_d5cf1fda20a7d9852de3	reference	PF00741.24	PF00741	Gas_vesicle	21	59	49.435184478759766	2.6461632442279992e-14	2	39	39	0.9743589743589743	346
nat_d5d6f3cedb33fb3328b6	reference	PF00741.24	PF00741	Gas_vesicle	12	50	56.44029235839844	1.7125199033318096e-16	1	39	39	1.0	346
nat_d69494036b1115ae54ae	reference	PF00741.24	PF00741	Gas_vesicle	19	57	43.353633880615234	2.103784137753449e-12	1	39	39	1.0	346
nat_d6e9dabc7155ae370ddb	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.89714813232422	1.4237215227964452e-17	1	39	39	1.0	346
nat_d71b202a146af4e5c40e	reference	PF00741.24	PF00741	Gas_vesicle	22	60	42.219398498535156	4.758072764036577e-12	1	39	39	1.0	346
nat_d80e058d93177215aa4b	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.89714813232422	1.4237215227964452e-17	1	39	39	1.0	346
nat_d92cb9dcfcf48b731b50	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.09444808959961	2.5366211687485514e-17	1	39	39	1.0	346
nat_d9b751580230ca0e5773	reference	PF00741.24	PF00741	Gas_vesicle	10	48	55.29567337036133	3.902206399444628e-16	1	39	39	1.0	346
nat_dad443e0412ef646de5e	reference	PF00741.24	PF00741	Gas_vesicle	13	51	59.09444808959961	2.5366211687485514e-17	1	39	39	1.0	346
nat_db787bdce100ebe0b52f	reference	PF00741.24	PF00741	Gas_vesicle	21	59	49.435184478759766	2.6461632442279992e-14	2	39	39	0.9743589743589743	346
nat_dbbc85b2e6d8fc6f3682	reference	PF00741.24	PF00741	Gas_vesicle	20	58	42.81452178955078	3.1007363346327124e-12	1	39	39	1.0	346
nat_dbcea97f4e8354ba3556	reference	PF00741.24	PF00741	Gas_vesicle	12	50	56.47388458251953	1.671624047296848e-16	1	39	39	1.0	346
nat_dbd11e06d90ad48401af	reference	PF00741.24	PF00741	Gas_vesicle	12	50	58.32489013671875	4.412958226645402e-17	1	39	39	1.0	346
nat_dc2b0da282a1a334132b	reference	PF00741.24	PF00741	Gas_vesicle	10	48	55.68050765991211	2.9583928921838456e-16	1	39	39	1.0	346
nat_dc6aa26cbe06c32b68c2	reference	PF00741.24	PF00741	Gas_vesicle	12	50	57.20246887207031	9.896189480399255e-17	1	39	39	1.0	346
nat_dca06c4ca76aafac96e9	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.0950927734375	2.535444797162004e-17	1	39	39	1.0	346
nat_dd1c249d0891ddb7284f	reference	PF00741.24	PF00741	Gas_vesicle	12	50	60.03281021118164	1.2913170399411578e-17	1	39	39	1.0	346
nat_de6e45b17a1efe79f377	reference	PF00741.24	PF00741	Gas_vesicle	11	49	59.500091552734375	1.8945178498774593e-17	1	39	39	1.0	346
nat_e10062d88e50908c95d3	reference	PF00741.24	PF00741	Gas_vesicle	22	60	50.52339553833008	1.2093961271062656e-14	2	39	39	0.9743589743589743	346
nat_e1f5f0f2180e18c35aa7	reference	PF00741.24	PF00741	Gas_vesicle	26	64	48.35289764404297	5.765187934377364e-14	2	39	39	0.9743589743589743	346
nat_e3077655950eb8305d3c	reference	PF00741.24	PF00741	Gas_vesicle	19	57	42.46331024169922	3.9922034993637005e-12	1	39	39	1.0	346
nat_e31d0685f6a3fa9a63fd	reference	PF00741.24	PF00741	Gas_vesicle	9	47	52.0882568359375	3.922610206547519e-15	1	39	39	1.0	346
nat_e3ae3cb5783250fb742f	reference	PF00741.24	PF00741	Gas_vesicle	19	57	43.163753509521484	2.411768782453336e-12	1	39	39	1.0	346
nat_e3bf29001a743e3b64f9	reference	PF00741.24	PF00741	Gas_vesicle	17	55	47.71156311035156	9.145763427045429e-14	1	39	39	1.0	346
nat_e62ac75b3affa97a2f5a	reference	PF00741.24	PF00741	Gas_vesicle	18	56	43.43569564819336	1.9831621430023055e-12	1	39	39	1.0	346
nat_e8032b7ad48d42a9adf3	reference	PF00741.24	PF00741	Gas_vesicle	22	60	50.67618179321289	1.0834911831340846e-14	2	39	39	0.9743589743589743	346
nat_e9d0d8807aee29d8e61c	reference	PF00741.24	PF00741	Gas_vesicle	11	49	57.722007751464844	6.809585021764529e-17	1	39	39	1.0	346
nat_ea5746ec582bf06f4e03	reference	PF00741.24	PF00741	Gas_vesicle	8	46	51.195167541503906	7.458489292997133e-15	1	39	39	1.0	346
nat_eac8d42dcf851f8eb6d8	reference	PF00741.24	PF00741	Gas_vesicle	20	58	42.26773452758789	4.595437513694408e-12	1	39	39	1.0	346
nat_eb796c25a48cdf2ca2d4	reference	PF00741.24	PF00741	Gas_vesicle	10	48	56.1426887512207	2.1214454084655063e-16	1	39	39	1.0	346
nat_ebb2fb66a808274ef5cf	reference	PF00741.24	PF00741	Gas_vesicle	9	47	50.466270446777344	1.2601412411672735e-14	1	39	39	1.0	346
nat_eccab6536bed142192aa	reference	PF00741.24	PF00741	Gas_vesicle	11	49	59.50096130371094	1.8933326254437453e-17	1	39	39	1.0	346
nat_ed3338aeeaf3197e41d9	reference	PF00741.24	PF00741	Gas_vesicle	11	49	58.054351806640625	5.361281306127431e-17	1	39	39	1.0	346
nat_edc787924d6392f7c1f5	reference	PF00741.24	PF00741	Gas_vesicle	11	49	59.13195037841797	2.469089109661456e-17	1	39	39	1.0	346
nat_edcfcd19baadeee00eaf	reference	PF00741.24	PF00741	Gas_vesicle	12	50	57.17287063598633	1.0109204081819815e-16	1	39	39	1.0	346
nat_ede685c8031e89299cf7	reference	PF00741.24	PF00741	Gas_vesicle	10	48	56.00589370727539	2.3408741292242584e-16	1	39	39	1.0	346
nat_edf12e96625a3cd49854	reference	PF00741.24	PF00741	Gas_vesicle	10	48	57.83879470825195	6.260754053793024e-17	1	39	39	1.0	346
nat_ee10b37a92559cba1989	reference	PF00741.24	PF00741	Gas_vesicle	12	50	59.58272171020508	1.7851640659810232e-17	1	39	39	1.0	346
nat_f1843d79acb220241dfc	reference	PF00741.24	PF00741	Gas_vesicle	22	60	42.26773452758789	4.595437513694408e-12	1	39	39	1.0	346
nat_f49fe3672d6fdfda7cc7	reference	PF00741.24	PF00741	Gas_vesicle	12	50	57.168914794921875	1.0138018965219316e-16	1	39	39	1.0	346
nat_f4f90ca0708a5faa9c5b	reference	PF00741.24	PF00741	Gas_vesicle	25	63	52.34972381591797	3.2499076706366423e-15	2	39	39	0.9743589743589743	346
nat_f5d47642f8821cca8f9a	reference	PF00741.24	PF00741	Gas_vesicle	19	57	43.147666931152344	2.439846255704729e-12	1	39	39	1.0	346
nat_f5db5c4704d592f947d9	reference	PF00741.24	PF00741	Gas_vesicle	10	48	56.1426887512207	2.1214454084655063e-16	1	39	39	1.0	346
nat_f603a0bdb36b55f44821	reference	PF00741.24	PF00741	Gas_vesicle	10	48	54.44804000854492	7.180947011035002e-16	1	39	39	1.0	346
nat_f7d9d7742f0844e679ec	reference	PF00741.24	PF00741	Gas_vesicle	19	57	43.280860900878906	2.2168766833672258e-12	1	39	39	1.0	346
nat_f7dbe09f7bde0afd3543	reference	PF00741.24	PF00741	Gas_vesicle	8	46	54.75384521484375	5.762655059485834e-16	1	39	39	1.0	346
nat_f87e80c34ba5c8c8909b	reference	PF00741.24	PF00741	Gas_vesicle	10	48	55.943153381347656	2.4489695315590023e-16	1	39	39	1.0	346
nat_fa2383cbfbff83286c61	reference	PF00741.24	PF00741	Gas_vesicle	12	50	56.40335464477539	1.758644489992877e-16	1	39	39	1.0	346
nat_fb2578ea0ecaed2ea0af	reference	PF00741.24	PF00741	Gas_vesicle	19	57	43.13170623779297	2.468027046889879e-12	1	39	39	1.0	346
nat_fb63ecbac61c302167f9	reference	PF00741.24	PF00741	Gas_vesicle	19	57	45.19722366333008	5.583540738828056e-13	1	39	39	1.0	346
nat_fb877ea45a36f28c6227	reference	PF00741.24	PF00741	Gas_vesicle	10	48	55.943153381347656	2.4489695315590023e-16	1	39	39	1.0	346
nat_fc382b09fdd1c909c75c	reference	PF00741.24	PF00741	Gas_vesicle	8	46	45.19074630737305	5.609624050667754e-13	1	39	39	1.0	346
nat_fca422d4ddd5dcd65605	reference	PF00741.24	PF00741	Gas_vesicle	13	51	59.860137939453125	1.4621439346570726e-17	1	39	39	1.0	346
nat_fd6df642808b7adaae7d	reference	PF00741.24	PF00741	Gas_vesicle	23	61	43.51528549194336	1.872784068732524e-12	1	39	39	1.0	346
nat_fd90bc846ac4fc169df6	reference	PF00741.24	PF00741	Gas_vesicle	10	48	52.04104232788086	4.058157621366109e-15	1	39	39	1.0	346
nat_fe2e069c7d192a9aa4be	reference	PF00741.24	PF00741	Gas_vesicle	10	48	59.2669677734375	2.240505676254514e-17	1	39	39	1.0	346
nat_ff800aecb7c2e95dee99	reference	PF00741.24	PF00741	Gas_vesicle	22	60	42.235374450683594	4.703691792257934e-12	1	39	39	1.0	346
nat_ffde9c8a0aa4cd762cfd	reference	PF00741.24	PF00741	Gas_vesicle	11	49	57.29970932006836	9.227455538843686e-17	1	39	39	1.0	346
